pk_dt_abertura,data,ano,mes,nu_mes
14474,24/11/1999,1999,NOV,11
15180,30/01/2002,2002,JAN,1
4655,23/05/2008,2008,MAI,5
4657,20/09/2002,2002,SET,9
4659,26/11/1982,1982,NOV,11
4661,04/01/1999,1999,JAN,1
11326,27/11/1967,1967,NOV,11
4664,13/03/2000,2000,MAR,3
1065,19/08/2011,2011,AGO,8
4667,15/12/1983,1983,DEZ,12
4669,25/06/2009,2009,JUN,6
13364,09/05/1977,1977,MAI,5
1274,15/10/2012,2012,OUT,10
15189,14/07/1977,1977,JUL,7
15192,10/04/1985,1985,ABR,4
14177,14/07/1980,1980,JUL,7
11870,19/12/2001,2001,DEZ,12
10906,21/04/1987,1987,ABR,4
14158,15/09/2008,2008,SET,9
15202,02/01/2002,2002,JAN,1
5412,10/01/2007,2007,JAN,1
15210,23/10/1987,1987,OUT,10
4686,24/08/2012,2012,AGO,8
4688,24/08/2006,2006,AGO,8
11939,01/10/1973,1973,OUT,10
13793,02/06/1989,1989,JUN,6
15217,07/03/2008,2008,MAR,3
15223,26/07/2001,2001,JUL,7
15229,11/07/1990,1990,JUL,7
15234,08/12/1982,1982,DEZ,12
4700,12/07/2007,2007,JUL,7
15239,19/09/1979,1979,SET,9
15243,04/04/1977,1977,ABR,4
4706,03/06/2004,2004,JUN,6
439,19/08/1982,1982,AGO,8
2541,03/12/2007,2007,DEZ,12
4710,10/03/1997,1997,MAR,3
4712,10/05/2000,2000,MAI,5
15249,21/10/1976,1976,OUT,10
4716,21/07/2010,2010,JUL,7
4718,25/09/1995,1995,SET,9
13815,22/07/1966,1966,JUL,7
11004,31/07/2000,2000,JUL,7
15258,07/08/1989,1989,AGO,8
4724,16/11/2011,2011,NOV,11
4957,27/02/2007,2007,FEV,2
11322,09/09/1988,1988,SET,9
4728,21/09/2005,2005,SET,9
4730,19/11/1993,1993,NOV,11
4732,07/12/1998,1998,DEZ,12
4734,01/07/2002,2002,JUL,7
4736,02/04/2002,2002,ABR,4
15305,16/11/2000,2000,NOV,11
4740,06/04/2004,2004,ABR,4
12622,28/05/1997,1997,MAI,5
181,11/05/2000,2000,MAI,5
12515,30/06/1998,1998,JUN,6
3,24/08/2011,2011,AGO,8
27,14/02/2005,2005,FEV,2
4749,08/04/1998,1998,ABR,4
14501,18/05/1995,1995,MAI,5
6837,12/05/2010,2010,MAI,5
8896,07/10/1992,1992,OUT,10
4754,04/06/2010,2010,JUN,6
12129,07/07/1987,1987,JUL,7
4757,25/06/1998,1998,JUN,6
650,07/11/1985,1985,NOV,11
4760,07/07/1994,1994,JUL,7
1992,12/01/2012,2012,JAN,1
4763,25/09/1989,1989,SET,9
4765,10/02/1989,1989,FEV,2
85,21/09/2009,2009,SET,9
4769,06/09/1985,1985,SET,9
10609,24/08/1978,1978,AGO,8
4772,29/07/2009,2009,JUL,7
4774,30/06/1986,1986,JUN,6
10622,10/03/1976,1976,MAR,3
4777,13/12/2001,2001,DEZ,12
1994,17/03/2009,2009,MAR,3
3025,23/12/2010,2010,DEZ,12
2834,23/08/2011,2011,AGO,8
4782,24/07/2012,2012,JUL,7
4784,22/10/2008,2008,OUT,10
12065,28/11/1975,1975,NOV,11
209,25/08/1966,1966,AGO,8
219,01/02/2012,2012,FEV,2
4791,16/12/1994,1994,DEZ,12
4793,09/04/2007,2007,ABR,4
4795,08/06/1998,1998,JUN,6
10890,04/10/1988,1988,OUT,10
13621,05/10/2006,2006,OUT,10
2888,16/06/1998,1998,JUN,6
322,30/09/2011,2011,SET,9
277,14/05/1998,1998,MAI,5
4803,24/01/1991,1991,JAN,1
237,01/09/2005,2005,SET,9
313,07/11/2011,2011,NOV,11
320,03/04/2012,2012,ABR,4
4810,13/12/1973,1973,DEZ,12
368,08/10/1991,1991,OUT,10
4814,30/03/1998,1998,MAR,3
388,04/12/1991,1991,DEZ,12
4818,16/06/2003,2003,JUN,6
12192,02/12/1997,1997,DEZ,12
4821,17/10/1985,1985,OUT,10
4823,01/05/1991,1991,MAI,5
463,22/02/1979,1979,FEV,2
4827,27/11/2003,2003,NOV,11
4829,07/04/2012,2012,ABR,4
4831,23/06/1995,1995,JUN,6
563,12/04/2012,2012,ABR,4
10029,16/03/2007,2007,MAR,3
5358,27/09/1994,1994,SET,9
11330,06/03/1987,1987,MAR,3
11133,19/03/1998,1998,MAR,3
14637,17/04/1990,1990,ABR,4
4840,04/05/2010,2010,MAI,5
3604,12/01/1994,1994,JAN,1
13750,29/01/2010,2010,JAN,1
4844,07/12/2004,2004,DEZ,12
4846,25/04/2000,2000,ABR,4
4848,04/05/2005,2005,MAI,5
4850,24/02/1993,1993,FEV,2
4852,04/06/2002,2002,JUN,6
9976,14/05/1982,1982,MAI,5
4855,13/10/2003,2003,OUT,10
640,12/03/2012,2012,MAR,3
4859,27/03/1979,1979,MAR,3
4861,20/06/1995,1995,JUN,6
4863,29/04/2004,2004,ABR,4
4865,13/06/2001,2001,JUN,6
1527,03/05/2000,2000,MAI,5
12239,09/12/1983,1983,DEZ,12
658,16/07/2012,2012,JUL,7
4871,28/10/2002,2002,OUT,10
5059,13/06/1996,1996,JUN,6
3665,25/07/2000,2000,JUL,7
4875,31/10/2000,2000,OUT,10
4877,07/11/2001,2001,NOV,11
4879,29/11/2011,2011,NOV,11
713,13/11/1995,1995,NOV,11
2904,01/04/1995,1995,ABR,4
4884,15/02/1984,1984,FEV,2
4886,27/05/2004,2004,MAI,5
4825,25/02/2011,2011,FEV,2
4889,27/10/2008,2008,OUT,10
4891,27/03/2000,2000,MAR,3
4808,08/05/2009,2009,MAI,5
12521,07/07/2005,2005,JUL,7
4895,14/06/2002,2002,JUN,6
754,22/04/1998,1998,ABR,4
4899,04/12/2002,2002,DEZ,12
4901,05/03/2010,2010,MAR,3
4903,24/11/1989,1989,NOV,11
4905,17/04/1991,1991,ABR,4
821,10/11/1999,1999,NOV,11
13781,29/11/2000,2000,NOV,11
6312,30/10/2001,2001,OUT,10
12418,09/10/1990,1990,OUT,10
4912,28/05/1983,1983,MAI,5
840,01/07/2010,2010,JUL,7
4026,21/08/1986,1986,AGO,8
4917,12/12/1984,1984,DEZ,12
854,04/07/2008,2008,JUL,7
4921,17/01/2002,2002,JAN,1
4923,22/08/1994,1994,AGO,8
15232,25/05/1994,1994,MAI,5
868,27/05/2010,2010,MAI,5
4928,28/01/1980,1980,JAN,1
4930,09/12/1992,1992,DEZ,12
14115,20/09/1984,1984,SET,9
14633,30/07/2007,2007,JUL,7
4934,10/12/1991,1991,DEZ,12
4936,21/12/2010,2010,DEZ,12
944,28/04/1981,1981,ABR,4
4940,18/05/2009,2009,MAI,5
4942,13/10/1980,1980,OUT,10
4944,03/12/1992,1992,DEZ,12
13366,06/06/1979,1979,JUN,6
4947,12/05/2004,2004,MAI,5
5192,07/06/1990,1990,JUN,6
1077,24/06/2008,2008,JUN,6
2071,12/09/2008,2008,SET,9
4953,31/10/2001,2001,OUT,10
1097,28/09/2011,2011,SET,9
1226,18/04/1991,1991,ABR,4
1232,29/05/1990,1990,MAI,5
4961,18/07/2007,2007,JUL,7
4963,15/01/1994,1994,JAN,1
4965,17/08/2010,2010,AGO,8
14183,16/03/2009,2009,MAR,3
12133,23/07/1999,1999,JUL,7
1299,26/05/2011,2011,MAI,5
11359,03/02/1992,1992,FEV,2
4972,10/01/2011,2011,JAN,1
1309,17/03/2011,2011,MAR,3
251,05/05/2011,2011,MAI,5
11931,10/02/2000,2000,FEV,2
1350,01/09/2010,2010,SET,9
1970,12/07/2012,2012,JUL,7
2188,04/12/2007,2007,DEZ,12
4982,19/06/2012,2012,JUN,6
6296,26/10/2005,2005,OUT,10
4985,01/07/2006,2006,JUL,7
4987,18/04/2008,2008,ABR,4
4989,25/03/2012,2012,MAR,3
4991,27/06/2003,2003,JUN,6
4405,07/02/2011,2011,FEV,2
4994,06/02/1986,1986,FEV,2
1425,05/02/2007,2007,FEV,2
6965,17/08/1966,1966,AGO,8
4999,09/11/1998,1998,NOV,11
1441,05/12/2002,2002,DEZ,12
12264,26/12/1983,1983,DEZ,12
11021,07/07/1966,1966,JUL,7
5005,18/10/2005,2005,OUT,10
1498,31/01/1984,1984,JAN,1
5009,01/05/2010,2010,MAI,5
5011,20/11/2000,2000,NOV,11
5013,06/11/2006,2006,NOV,11
2218,19/10/2010,2010,OUT,10
10771,26/06/2000,2000,JUN,6
12361,29/06/2005,2005,JUN,6
2591,03/12/2010,2010,DEZ,12
5019,14/08/2009,2009,AGO,8
5021,03/03/1997,1997,MAR,3
2531,18/10/1999,1999,OUT,10
10225,27/10/1997,1997,OUT,10
14713,02/09/1996,1996,SET,9
1260,18/03/1986,1986,MAR,3
5027,09/05/1991,1991,MAI,5
5029,20/02/2011,2011,FEV,2
12094,15/08/2008,2008,AGO,8
11690,20/08/1998,1998,AGO,8
1560,07/08/1986,1986,AGO,8
12342,24/11/2004,2004,NOV,11
11216,27/11/1996,1996,NOV,11
1589,23/09/1981,1981,SET,9
5709,06/02/2007,2007,FEV,2
5040,21/08/2012,2012,AGO,8
2597,11/06/2002,2002,JUN,6
5043,03/06/1987,1987,JUN,6
1617,21/11/2011,2011,NOV,11
1651,10/08/2010,2010,AGO,8
3873,12/12/2002,2002,DEZ,12
1663,06/03/2009,2009,MAR,3
5052,27/02/2009,2009,FEV,2
1676,27/08/1990,1990,AGO,8
153,18/11/1992,1992,NOV,11
1705,25/04/2012,2012,ABR,4
1709,24/10/1996,1996,OUT,10
10718,29/07/2005,2005,JUL,7
5062,08/05/1978,1978,MAI,5
4619,21/12/1987,1987,DEZ,12
5065,05/10/1979,1979,OUT,10
3084,15/03/1999,1999,MAR,3
5068,19/07/2011,2011,JUL,7
1783,07/10/1986,1986,OUT,10
1813,16/04/1991,1991,ABR,4
12731,16/07/1996,1996,JUL,7
1829,21/05/1991,1991,MAI,5
12596,21/04/2012,2012,ABR,4
5078,03/05/2005,2005,MAI,5
12432,23/04/1980,1980,ABR,4
1855,23/05/1990,1990,MAI,5
1701,21/07/2011,2011,JUL,7
5084,28/02/2011,2011,FEV,2
1900,08/10/2012,2012,OUT,10
1504,08/11/2006,2006,NOV,11
9932,17/12/1992,1992,DEZ,12
5090,07/04/1993,1993,ABR,4
8831,27/11/1998,1998,NOV,11
10631,01/08/1986,1986,AGO,8
1911,07/06/2010,2010,JUN,6
5096,07/08/1987,1987,AGO,8
1914,06/12/2010,2010,DEZ,12
5100,24/01/2001,2001,JAN,1
4586,20/03/1992,1992,MAR,3
13146,30/03/1987,1987,MAR,3
5104,06/12/2007,2007,DEZ,12
12302,19/11/1987,1987,NOV,11
3602,14/12/2006,2006,DEZ,12
4145,04/05/2007,2007,MAI,5
11920,04/02/1994,1994,FEV,2
2568,25/05/2005,2005,MAI,5
5111,19/03/2007,2007,MAR,3
5113,17/01/2008,2008,JAN,1
1983,15/02/2012,2012,FEV,2
12689,20/04/2011,2011,ABR,4
2039,20/03/2003,2003,MAR,3
2045,13/07/2011,2011,JUL,7
2050,03/06/1998,1998,JUN,6
2054,01/06/2010,2010,JUN,6
15309,31/12/2008,2008,DEZ,12
2851,07/10/2009,2009,OUT,10
5128,27/05/2002,2002,MAI,5
14455,11/11/1990,1990,NOV,11
2073,05/01/2012,2012,JAN,1
5133,20/03/1995,1995,MAR,3
2084,09/09/1985,1985,SET,9
5137,11/10/1994,1994,OUT,10
5139,24/06/2003,2003,JUN,6
1777,14/11/1985,1985,NOV,11
5142,12/12/1979,1979,DEZ,12
4955,02/08/2011,2011,AGO,8
1327,20/04/2012,2012,ABR,4
2127,29/09/2000,2000,SET,9
5148,04/10/1984,1984,OUT,10
2380,04/12/2009,2009,DEZ,12
5151,09/05/1996,1996,MAI,5
5153,19/11/2002,2002,NOV,11
11435,01/08/1993,1993,AGO,8
13634,01/04/1996,1996,ABR,4
1950,05/06/2012,2012,JUN,6
7159,18/09/1987,1987,SET,9
5159,20/01/2009,2009,JAN,1
13755,12/02/2001,2001,FEV,2
10049,24/09/1991,1991,SET,9
2176,12/06/1992,1992,JUN,6
2197,10/11/2011,2011,NOV,11
12044,21/07/1999,1999,JUL,7
3834,27/12/1996,1996,DEZ,12
2208,22/03/2010,2010,MAR,3
5171,13/01/1992,1992,JAN,1
2236,14/03/2012,2012,MAR,3
5175,19/09/1989,1989,SET,9
2242,09/09/2011,2011,SET,9
9341,02/12/1999,1999,DEZ,12
5131,28/09/2007,2007,SET,9
5181,12/03/1992,1992,MAR,3
2290,23/01/2007,2007,JAN,1
5185,01/07/1992,1992,JUL,7
2314,29/09/2011,2011,SET,9
2321,04/06/2012,2012,JUN,6
23,14/02/2012,2012,FEV,2
2328,07/05/1990,1990,MAI,5
5194,08/04/2003,2003,ABR,4
5196,28/11/2005,2005,NOV,11
5198,09/07/1993,1993,JUL,7
5200,05/04/2002,2002,ABR,4
5202,19/10/1979,1979,OUT,10
9179,23/05/2007,2007,MAI,5
11813,25/04/1990,1990,ABR,4
5206,09/04/2003,2003,ABR,4
226,01/12/2009,2009,DEZ,12
5209,06/03/1979,1979,MAR,3
2419,03/11/2003,2003,NOV,11
862,20/07/2000,2000,JUL,7
2382,01/02/2010,2010,FEV,2
5214,26/01/2006,2006,JAN,1
5216,14/02/2010,2010,FEV,2
5218,15/06/2010,2010,JUN,6
5220,11/06/1985,1985,JUN,6
5222,15/01/2002,2002,JAN,1
5224,26/01/2009,2009,JAN,1
2392,06/05/2011,2011,MAI,5
5228,23/07/1991,1991,JUL,7
5230,31/03/1992,1992,MAR,3
5232,15/06/1992,1992,JUN,6
2421,31/05/2006,2006,MAI,5
5236,18/11/1997,1997,NOV,11
5238,09/08/2001,2001,AGO,8
5240,02/04/1993,1993,ABR,4
5242,23/10/2006,2006,OUT,10
5244,05/10/2009,2009,OUT,10
5246,10/08/2000,2000,AGO,8
5248,12/05/1999,1999,MAI,5
5250,13/07/2005,2005,JUL,7
5252,23/03/2009,2009,MAR,3
5254,05/02/2001,2001,FEV,2
5256,17/03/1999,1999,MAR,3
5258,21/03/1972,1972,MAR,3
5260,22/04/1997,1997,ABR,4
1492,06/06/2003,2003,JUN,6
2583,28/06/2006,2006,JUN,6
5265,05/06/2008,2008,JUN,6
5267,01/01/1976,1976,JAN,1
5269,20/01/1995,1995,JAN,1
2629,10/07/2008,2008,JUL,7
5273,25/10/1990,1990,OUT,10
2654,07/05/2010,2010,MAI,5
4881,24/04/1972,1972,ABR,4
734,21/06/2000,2000,JUN,6
5279,14/03/2001,2001,MAR,3
5281,22/02/2011,2011,FEV,2
5283,04/03/1997,1997,MAR,3
2936,06/08/2002,2002,AGO,8
4170,22/10/2007,2007,OUT,10
2687,18/06/2012,2012,JUN,6
5289,30/01/1995,1995,JAN,1
5291,23/12/1997,1997,DEZ,12
1962,30/07/2001,2001,JUL,7
2707,19/12/2007,2007,DEZ,12
5296,09/09/2003,2003,SET,9
10428,26/09/1974,1974,SET,9
5075,18/03/2004,2004,MAR,3
2730,04/05/2011,2011,MAI,5
5302,26/03/1999,1999,MAR,3
11283,03/08/2000,2000,AGO,8
2732,28/03/2012,2012,MAR,3
623,23/11/2009,2009,NOV,11
5308,22/09/1981,1981,SET,9
5310,27/01/2004,2004,JAN,1
3922,22/01/2010,2010,JAN,1
13711,13/05/2005,2005,MAI,5
3893,24/09/2009,2009,SET,9
1584,04/01/1991,1991,JAN,1
5316,31/05/2004,2004,MAI,5
14050,11/02/1993,1993,FEV,2
2773,31/01/2011,2011,JAN,1
5321,05/06/2002,2002,JUN,6
5323,22/08/2001,2001,AGO,8
11361,22/09/1989,1989,SET,9
13058,07/12/2001,2001,DEZ,12
8994,22/11/1993,1993,NOV,11
5328,27/07/1981,1981,JUL,7
5330,08/12/2005,2005,DEZ,12
5332,14/02/2001,2001,FEV,2
2824,22/07/2011,2011,JUL,7
5336,30/06/2005,2005,JUN,6
5338,08/08/1986,1986,AGO,8
5340,18/06/1997,1997,JUN,6
2807,05/03/2012,2012,MAR,3
13847,12/04/2011,2011,ABR,4
5344,08/06/1981,1981,JUN,6
2915,13/10/2006,2006,OUT,10
5348,12/03/1986,1986,MAR,3
5350,21/05/2001,2001,MAI,5
5352,22/06/1990,1990,JUN,6
11975,16/11/1978,1978,NOV,11
5355,13/10/1969,1969,OUT,10
6998,04/07/1990,1990,JUL,7
2944,20/01/1999,1999,JAN,1
14728,16/03/1994,1994,MAR,3
2979,11/07/2008,2008,JUL,7
3012,22/05/2003,2003,MAI,5
664,06/11/2009,2009,NOV,11
165,11/01/1983,1983,JAN,1
3027,16/09/2009,2009,SET,9
2535,11/08/2008,2008,AGO,8
619,08/12/2011,2011,DEZ,12
9766,26/07/1984,1984,JUL,7
5372,04/01/2008,2008,JAN,1
13292,29/12/2011,2011,DEZ,12
14283,30/07/1990,1990,JUL,7
3046,10/12/2010,2010,DEZ,12
14787,26/05/1997,1997,MAI,5
14511,25/05/2009,2009,MAI,5
7381,25/05/1998,1998,MAI,5
5381,26/05/2009,2009,MAI,5
1240,18/04/1990,1990,ABR,4
8438,24/05/2011,2011,MAI,5
12000,28/07/2008,2008,JUL,7
11982,27/02/1992,1992,FEV,2
4072,16/02/2011,2011,FEV,2
3592,23/08/2010,2010,AGO,8
3062,19/01/2011,2011,JAN,1
2266,17/08/2009,2009,AGO,8
14103,17/07/1997,1997,JUL,7
5393,25/09/2009,2009,SET,9
5395,11/12/2010,2010,DEZ,12
5397,24/06/2009,2009,JUN,6
3101,06/05/1996,1996,MAI,5
5401,24/03/2010,2010,MAR,3
11344,29/01/1982,1982,JAN,1
2479,01/08/2011,2011,AGO,8
1996,10/11/2008,2008,NOV,11
5406,18/05/1994,1994,MAI,5
11519,31/07/1991,1991,JUL,7
3122,17/02/2011,2011,FEV,2
14963,31/01/2000,2000,JAN,1
3134,10/04/2012,2012,ABR,4
3166,13/06/2007,2007,JUN,6
11355,30/03/1993,1993,MAR,3
15141,07/08/2012,2012,AGO,8
3176,22/11/2006,2006,NOV,11
5420,14/12/2009,2009,DEZ,12
10716,19/05/1994,1994,MAI,5
12973,12/08/1999,1999,AGO,8
5424,11/10/1966,1966,OUT,10
5426,22/02/1984,1984,FEV,2
14840,13/01/2000,2000,JAN,1
5429,30/10/1996,1996,OUT,10
3224,10/11/2005,2005,NOV,11
5433,17/04/2000,2000,ABR,4
13233,24/02/1981,1981,FEV,2
3255,08/07/1988,1988,JUL,7
10437,07/11/1979,1979,NOV,11
5439,12/05/1998,1998,MAI,5
5441,23/07/1996,1996,JUL,7
1942,10/07/1997,1997,JUL,7
3406,27/09/2000,2000,SET,9
2966,30/11/2006,2006,NOV,11
3290,13/04/2011,2011,ABR,4
5448,08/10/2008,2008,OUT,10
3326,28/09/1995,1995,SET,9
1745,13/04/1999,1999,ABR,4
14146,19/05/2000,2000,MAI,5
3356,16/09/1997,1997,SET,9
9444,06/09/2010,2010,SET,9
5457,08/09/2011,2011,SET,9
11047,03/09/1992,1992,SET,9
10351,08/02/2007,2007,FEV,2
12782,11/12/1979,1979,DEZ,12
2166,09/12/2011,2011,DEZ,12
3367,10/10/2011,2011,OUT,10
2510,27/10/2010,2010,OUT,10
3401,05/11/2001,2001,NOV,11
5468,27/09/1988,1988,SET,9
5470,31/03/1993,1993,MAR,3
11121,05/11/1998,1998,NOV,11
11553,20/09/1995,1995,SET,9
13212,07/12/1982,1982,DEZ,12
12708,03/08/1982,1982,AGO,8
13210,27/07/1982,1982,JUL,7
9983,20/09/1991,1991,SET,9
14440,29/07/1997,1997,JUL,7
10393,08/01/1987,1987,JAN,1
795,02/09/2011,2011,SET,9
12118,22/06/1994,1994,JUN,6
3460,24/07/1986,1986,JUL,7
5484,21/01/2010,2010,JAN,1
5486,05/06/1989,1989,JUN,6
5488,28/08/1990,1990,AGO,8
5490,15/02/1990,1990,FEV,2
5492,05/07/1984,1984,JUL,7
5494,30/05/1983,1983,MAI,5
5496,14/11/1990,1990,NOV,11
5498,10/10/1986,1986,OUT,10
3060,09/05/2008,2008,MAI,5
3521,03/03/1999,1999,MAR,3
12694,18/08/2008,2008,AGO,8
4215,10/05/2007,2007,MAI,5
3527,10/10/2008,2008,OUT,10
5507,12/03/2001,2001,MAR,3
12028,17/06/1971,1971,JUN,6
5501,07/10/2011,2011,OUT,10
5511,29/01/2003,2003,JAN,1
3610,01/12/2003,2003,DEZ,12
3634,17/12/2010,2010,DEZ,12
5234,07/05/2001,2001,MAI,5
5518,10/10/2003,2003,OUT,10
5520,25/01/1991,1991,JAN,1
4465,09/03/1995,1995,MAR,3
8905,24/11/1997,1997,NOV,11
3732,26/05/2010,2010,MAI,5
3726,28/10/2011,2011,OUT,10
3760,25/01/2008,2008,JAN,1
11174,24/08/1998,1998,AGO,8
13241,04/08/1982,1982,AGO,8
3796,30/09/2003,2003,SET,9
3820,20/05/1991,1991,MAI,5
5535,11/03/2008,2008,MAR,3
12448,31/10/1997,1997,OUT,10
2832,01/03/2012,2012,MAR,3
3838,22/09/2011,2011,SET,9
5541,22/12/2006,2006,DEZ,12
697,22/05/2007,2007,MAI,5
5544,08/12/2006,2006,DEZ,12
4229,22/06/2011,2011,JUN,6
10058,20/11/2001,2001,NOV,11
11830,18/02/2000,2000,FEV,2
1015,14/06/2012,2012,JUN,6
3272,18/02/1999,1999,FEV,2
5551,02/09/1998,1998,SET,9
5553,02/08/2006,2006,AGO,8
5555,27/03/1997,1997,MAR,3
11991,18/08/1997,1997,AGO,8
3927,22/06/2010,2010,JUN,6
3942,21/11/2006,2006,NOV,11
3954,20/03/2009,2009,MAR,3
3981,22/12/1998,1998,DEZ,12
5566,21/01/2011,2011,JAN,1
14133,09/01/1991,1991,JAN,1
4560,09/10/1996,1996,OUT,10
5570,13/08/2001,2001,AGO,8
4812,14/10/1999,1999,OUT,10
4044,23/11/2010,2010,NOV,11
5575,17/11/2009,2009,NOV,11
13454,12/08/1981,1981,AGO,8
5081,17/09/2009,2009,SET,9
5579,23/01/2009,2009,JAN,1
4445,29/04/2010,2010,ABR,4
14030,30/09/1993,1993,SET,9
11440,05/07/2006,2006,JUL,7
5584,21/12/1999,1999,DEZ,12
5586,01/07/1983,1983,JUL,7
6371,14/03/2005,2005,MAR,3
4088,16/12/2004,2004,DEZ,12
11073,26/08/1999,1999,AGO,8
4123,09/04/2010,2010,ABR,4
243,29/04/2008,2008,ABR,4
5595,13/04/2007,2007,ABR,4
11426,12/01/1981,1981,JAN,1
11231,15/12/1999,1999,DEZ,12
4131,13/08/2007,2007,AGO,8
5601,26/06/2002,2002,JUN,6
12309,28/03/2007,2007,MAR,3
12698,23/01/2011,2011,JAN,1
5300,05/09/1990,1990,SET,9
4596,19/08/1986,1986,AGO,8
13117,22/12/2009,2009,DEZ,12
4151,16/02/2012,2012,FEV,2
5610,13/10/1993,1993,OUT,10
5612,02/07/1981,1981,JUL,7
11796,08/03/1977,1977,MAR,3
5615,20/09/2005,2005,SET,9
4121,30/01/2003,2003,JAN,1
2498,17/04/2007,2007,ABR,4
5619,09/07/1992,1992,JUL,7
4223,03/06/2011,2011,JUN,6
4397,04/02/2003,2003,FEV,2
13049,02/10/2001,2001,OUT,10
10641,08/12/1994,1994,DEZ,12
5626,23/06/2003,2003,JUN,6
5628,22/10/1980,1980,OUT,10
10545,01/04/1998,1998,ABR,4
11465,17/07/1967,1967,JUL,7
5632,15/12/1981,1981,DEZ,12
9091,19/01/1998,1998,JAN,1
4275,09/07/2012,2012,JUL,7
4297,19/01/1979,1979,JAN,1
5639,20/03/1997,1997,MAR,3
5641,15/02/1978,1978,FEV,2
3766,23/11/1994,1994,NOV,11
15296,13/02/1996,1996,FEV,2
5645,15/09/1997,1997,SET,9
4806,10/06/1998,1998,JUN,6
4353,23/02/2011,2011,FEV,2
1927,01/06/2011,2011,JUN,6
4399,26/07/2004,2004,JUL,7
4422,04/03/2010,2010,MAR,3
2863,22/10/2011,2011,OUT,10
5656,11/10/2000,2000,OUT,10
5658,10/02/1999,1999,FEV,2
5660,20/05/1999,1999,MAI,5
4380,11/08/1994,1994,AGO,8
11736,27/07/2010,2010,JUL,7
8668,25/08/1999,1999,AGO,8
5665,13/01/2004,2004,JAN,1
4460,06/04/1984,1984,ABR,4
5669,05/08/1998,1998,AGO,8
5671,05/12/2007,2007,DEZ,12
5673,10/08/1998,1998,AGO,8
5675,06/10/2003,2003,OUT,10
4563,01/11/2010,2010,NOV,11
9490,17/01/2005,2005,JAN,1
5680,14/09/2000,2000,SET,9
6532,20/10/2008,2008,OUT,10
4673,11/12/2006,2006,DEZ,12
47,06/04/2010,2010,ABR,4
5686,27/02/2012,2012,FEV,2
707,17/09/2010,2010,SET,9
4714,21/05/1998,1998,MAI,5
5691,26/10/1989,1989,OUT,10
884,03/10/2007,2007,OUT,10
11918,09/12/1993,1993,DEZ,12
5695,15/09/2010,2010,SET,9
5697,27/10/1988,1988,OUT,10
5699,13/04/1998,1998,ABR,4
5701,18/11/2005,2005,NOV,11
4801,27/01/2012,2012,JAN,1
10531,09/09/2008,2008,SET,9
5706,01/11/2004,2004,NOV,11
2748,05/04/2006,2006,ABR,4
4833,20/07/2012,2012,JUL,7
5711,26/08/1976,1976,AGO,8
5713,04/02/2000,2000,FEV,2
5715,26/01/1996,1996,JAN,1
4907,13/07/2001,2001,JUL,7
5719,25/05/1999,1999,MAI,5
5721,16/05/2000,2000,MAI,5
4914,02/09/1986,1986,SET,9
5725,30/01/2001,2001,JAN,1
5727,04/09/1998,1998,SET,9
5729,02/09/2008,2008,SET,9
13674,14/06/1993,1993,JUN,6
12724,13/02/1980,1980,FEV,2
5733,19/05/2008,2008,MAI,5
4959,29/07/2010,2010,JUL,7
5737,11/11/2009,2009,NOV,11
9010,17/09/1991,1991,SET,9
179,12/07/2008,2008,JUL,7
5741,15/03/2002,2002,MAR,3
9979,15/10/1987,1987,OUT,10
5744,29/11/1971,1971,NOV,11
5746,15/07/1999,1999,JUL,7
5050,02/06/1981,1981,JUN,6
2547,31/05/2012,2012,MAI,5
5751,06/12/1991,1991,DEZ,12
491,06/06/1990,1990,JUN,6
5754,08/11/2001,2001,NOV,11
5756,15/09/1982,1982,SET,9
5072,22/03/1996,1996,MAR,3
5760,13/04/2004,2004,ABR,4
5094,25/01/1978,1978,JAN,1
5764,01/07/1991,1991,JUL,7
5766,21/05/1996,1996,MAI,5
5120,21/06/2004,2004,JUN,6
13187,18/06/1985,1985,JUN,6
1787,28/05/1980,1980,MAI,5
5772,16/08/2005,2005,AGO,8
14045,09/07/1974,1974,JUL,7
5775,20/04/2010,2010,ABR,4
5777,03/02/2009,2009,FEV,2
5779,07/01/1993,1993,JAN,1
5781,05/05/1983,1983,MAI,5
5783,21/09/1988,1988,SET,9
964,14/04/1988,1988,ABR,4
4293,04/10/2011,2011,OUT,10
13246,19/07/1993,1993,JUL,7
5788,25/06/2010,2010,JUN,6
985,11/05/1993,1993,MAI,5
5791,03/11/1981,1981,NOV,11
786,17/06/1996,1996,JUN,6
5794,30/10/1991,1991,OUT,10
14580,17/05/2005,2005,MAI,5
5797,13/01/1994,1994,JAN,1
4254,11/06/2007,2007,JUN,6
3571,01/09/2011,2011,SET,9
5801,05/09/1969,1969,SET,9
9633,20/12/2011,2011,DEZ,12
12126,07/05/1982,1982,MAI,5
5263,18/08/2010,2010,AGO,8
8921,20/05/2012,2012,MAI,5
5808,22/04/2009,2009,ABR,4
5287,19/09/2007,2007,SET,9
5812,08/02/2010,2010,FEV,2
11977,03/11/1989,1989,NOV,11
5815,02/02/2009,2009,FEV,2
12954,06/04/2006,2006,ABR,4
1974,07/05/2009,2009,MAI,5
5819,11/03/2011,2011,MAR,3
1649,24/02/2010,2010,FEV,2
5822,04/10/2001,2001,OUT,10
9563,23/01/2002,2002,JAN,1
2902,01/09/2008,2008,SET,9
12113,05/01/1966,1966,JAN,1
