pk_dt_abertura,data,ano,mes,nu_mes
1517,08/03/2010,2010,MAR,3
4536,15/08/2001,2001,AGO,8
9391,21/03/1995,1995,MAR,3
9395,26/05/1993,1993,MAI,5
9397,26/01/1995,1995,JAN,1
9402,30/12/1986,1986,DEZ,12
6973,26/01/2001,2001,JAN,1
13282,18/08/1981,1981,AGO,8
13689,04/07/1974,1974,JUL,7
9166,25/11/2008,2008,NOV,11
11980,24/09/1990,1990,SET,9
6979,12/12/1994,1994,DEZ,12
9411,21/05/1997,1997,MAI,5
6983,13/04/2010,2010,ABR,4
870,27/04/1992,1992,ABR,4
8781,17/10/1990,1990,OUT,10
6987,20/12/1967,1967,DEZ,12
9424,27/04/1990,1990,ABR,4
6991,10/08/2005,2005,AGO,8
10999,26/05/1992,1992,MAI,5
6994,29/02/2012,2012,FEV,2
6996,05/12/2003,2003,DEZ,12
9441,02/04/2010,2010,ABR,4
9329,24/02/2000,2000,FEV,2
3319,03/02/1993,1993,FEV,2
11126,17/05/1999,1999,MAI,5
7003,07/10/2003,2003,OUT,10
5189,05/11/1993,1993,NOV,11
5118,03/03/2010,2010,MAR,3
7007,26/06/1991,1991,JUN,6
7009,05/07/1993,1993,JUL,7
9448,31/03/2010,2010,MAR,3
7013,29/05/2000,2000,MAI,5
9457,02/08/2005,2005,AGO,8
1315,02/07/2012,2012,JUL,7
7018,07/05/2003,2003,MAI,5
2649,18/01/2005,2005,JAN,1
7021,29/09/2006,2006,SET,9
7023,21/02/2002,2002,FEV,2
7025,07/02/1985,1985,FEV,2
7027,05/09/1984,1984,SET,9
11209,09/08/2000,2000,AGO,8
7030,06/11/1980,1980,NOV,11
7032,24/02/2006,2006,FEV,2
7034,24/10/1973,1973,OUT,10
7036,30/07/1986,1986,JUL,7
14886,03/04/1974,1974,ABR,4
5165,28/08/1985,1985,AGO,8
7040,12/05/1992,1992,MAI,5
7042,03/12/1993,1993,DEZ,12
13746,28/09/1980,1980,SET,9
7045,19/01/1993,1993,JAN,1
7047,16/01/1978,1978,JAN,1
9492,29/09/2004,2004,SET,9
7051,19/05/1992,1992,MAI,5
6605,30/11/2011,2011,NOV,11
12743,04/08/1981,1981,AGO,8
7055,01/07/1999,1999,JUL,7
7057,15/02/2000,2000,FEV,2
7059,19/09/1994,1994,SET,9
10853,30/09/1983,1983,SET,9
7062,28/12/1993,1993,DEZ,12
9504,10/12/2001,2001,DEZ,12
7066,26/07/1988,1988,JUL,7
9217,10/01/1979,1979,JAN,1
7069,20/02/1984,1984,FEV,2
342,31/10/1986,1986,OUT,10
7072,05/09/1991,1991,SET,9
6692,17/04/2009,2009,ABR,4
10458,20/02/2006,2006,FEV,2
7076,22/04/2010,2010,ABR,4
7078,26/03/1987,1987,MAR,3
7080,15/08/1991,1991,AGO,8
9518,27/06/2002,2002,JUN,6
3565,23/04/2012,2012,ABR,4
11410,15/04/1992,1992,ABR,4
12891,20/03/1986,1986,MAR,3
7087,08/03/2011,2011,MAR,3
7089,05/11/2007,2007,NOV,11
3307,26/03/2009,2009,MAR,3
9528,19/05/2010,2010,MAI,5
7094,23/11/1992,1992,NOV,11
10153,22/07/2004,2004,JUL,7
7097,03/04/2006,2006,ABR,4
9515,19/06/2010,2010,JUN,6
9072,26/02/1988,1988,FEV,2
1827,15/08/1984,1984,AGO,8
5505,24/09/2012,2012,SET,9
11632,30/11/1992,1992,NOV,11
7104,07/11/1995,1995,NOV,11
7106,15/04/2009,2009,ABR,4
9545,02/02/2001,2001,FEV,2
7110,14/04/2010,2010,ABR,4
10882,27/01/1981,1981,JAN,1
12236,03/02/1987,1987,FEV,2
14015,01/10/1993,1993,OUT,10
7115,24/02/2011,2011,FEV,2
9550,01/10/2003,2003,OUT,10
10432,23/07/1987,1987,JUL,7
1999,16/08/2011,2011,AGO,8
12101,08/07/1980,1980,JUL,7
7258,24/04/2009,2009,ABR,4
9556,20/09/1966,1966,SET,9
10912,13/11/1979,1979,NOV,11
7125,24/05/2002,2002,MAI,5
4110,22/11/2005,2005,NOV,11
9501,19/06/1984,1984,JUN,6
7129,08/12/2004,2004,DEZ,12
7131,18/12/2007,2007,DEZ,12
3193,09/02/2011,2011,FEV,2
7134,01/06/1996,1996,JUN,6
6911,15/02/1989,1989,FEV,2
9565,06/09/2005,2005,SET,9
9591,08/07/1998,1998,JUL,7
7140,28/07/1981,1981,JUL,7
10286,12/03/1981,1981,MAR,3
7143,02/10/1995,1995,OUT,10
7145,14/02/2008,2008,FEV,2
15015,24/11/1988,1988,NOV,11
11090,18/09/1985,1985,SET,9
7149,21/12/1988,1988,DEZ,12
7151,08/12/1987,1987,DEZ,12
10785,17/07/1995,1995,JUL,7
7154,10/03/2000,2000,MAR,3
9574,11/09/1996,1996,SET,9
12233,19/09/1986,1986,SET,9
9577,25/10/2004,2004,OUT,10
1085,09/04/2008,2008,ABR,4
2226,27/01/2009,2009,JAN,1
7163,28/06/1999,1999,JUN,6
147,26/08/2002,2002,AGO,8
11357,19/02/1991,1991,FEV,2
7167,18/10/2010,2010,OUT,10
7169,30/03/2004,2004,MAR,3
9593,29/04/1993,1993,ABR,4
11038,06/07/1992,1992,JUL,7
7174,08/10/1980,1980,OUT,10
11218,26/07/1995,1995,JUL,7
7177,26/03/1980,1980,MAR,3
7179,02/04/1984,1984,ABR,4
9787,04/02/1991,1991,FEV,2
7182,28/04/2012,2012,ABR,4
9413,12/11/1987,1987,NOV,11
7185,07/04/2009,2009,ABR,4
12790,02/08/1988,1988,AGO,8
13799,28/09/1981,1981,SET,9
7189,06/12/1990,1990,DEZ,12
7191,23/11/1973,1973,NOV,11
7193,15/08/2005,2005,AGO,8
7195,21/05/1968,1968,MAI,5
7197,04/07/2000,2000,JUL,7
1748,16/06/1999,1999,JUN,6
9622,18/06/2007,2007,JUN,6
7202,21/11/1983,1983,NOV,11
7204,07/05/1996,1996,MAI,5
13966,06/08/1998,1998,AGO,8
7207,29/06/1983,1983,JUN,6
4787,06/09/2007,2007,SET,9
1525,27/04/2012,2012,ABR,4
9629,26/06/2008,2008,JUN,6
7213,18/01/1996,1996,JAN,1
14686,06/04/1995,1995,ABR,4
13419,04/10/2004,2004,OUT,10
15007,15/04/1991,1991,ABR,4
7218,01/01/2009,2009,JAN,1
9662,05/09/2007,2007,SET,9
1903,01/02/2011,2011,FEV,2
8883,28/06/1990,1990,JUN,6
7224,07/08/2009,2009,AGO,8
7226,22/06/2009,2009,JUN,6
574,05/07/2012,2012,JUL,7
9674,15/09/1986,1986,SET,9
7231,06/04/1992,1992,ABR,4
9680,20/01/1992,1992,JAN,1
5562,26/01/2012,2012,JAN,1
8495,17/04/2006,2006,ABR,4
9479,18/09/2001,2001,SET,9
6756,25/05/2011,2011,MAI,5
8961,01/06/1990,1990,JUN,6
9685,02/03/1999,1999,MAR,3
14294,17/09/2002,2002,SET,9
5361,22/02/2007,2007,FEV,2
7244,01/02/2008,2008,FEV,2
10417,29/08/1991,1991,AGO,8
6490,21/02/1984,1984,FEV,2
7248,21/06/2006,2006,JUN,6
2288,07/12/2009,2009,DEZ,12
9709,23/04/2008,2008,ABR,4
5539,09/11/2005,2005,NOV,11
1192,01/11/1988,1988,NOV,11
4789,23/08/2005,2005,AGO,8
8292,06/08/2010,2010,AGO,8
11941,28/11/1988,1988,NOV,11
9715,30/01/2007,2007,JAN,1
2102,23/09/2009,2009,SET,9
7261,23/02/1988,1988,FEV,2
7263,21/06/2011,2011,JUN,6
9197,10/10/1990,1990,OUT,10
12175,03/10/2008,2008,OUT,10
7267,03/07/1996,1996,JUL,7
3323,09/05/2012,2012,MAI,5
9572,07/04/1997,1997,ABR,4
7271,23/01/2003,2003,JAN,1
12761,21/10/1992,1992,OUT,10
9726,19/02/2003,2003,FEV,2
7276,05/02/1988,1988,FEV,2
553,16/06/2011,2011,JUN,6
4008,05/06/2000,2000,JUN,6
2433,20/11/2010,2010,NOV,11
12273,14/05/1992,1992,MAI,5
7282,15/09/1992,1992,SET,9
9736,18/10/1996,1996,OUT,10
13440,10/11/2004,2004,NOV,11
13456,07/07/1986,1986,JUL,7
10617,05/05/1971,1971,MAI,5
1451,13/08/2002,2002,AGO,8
7459,02/05/1997,1997,MAI,5
9459,20/06/1983,1983,JUN,6
12656,04/07/2002,2002,JUL,7
6390,03/02/1995,1995,FEV,2
13294,05/02/1986,1986,FEV,2
9748,14/01/2008,2008,JAN,1
8852,22/08/2005,2005,AGO,8
8805,11/05/2006,2006,MAI,5
315,25/10/2011,2011,OUT,10
9754,16/02/2000,2000,FEV,2
660,17/10/2011,2011,OUT,10
13983,05/08/2004,2004,AGO,8
3086,13/03/1985,1985,MAR,3
11705,09/05/2003,2003,MAI,5
6160,20/10/1999,1999,OUT,10
11428,14/07/1987,1987,JUL,7
10149,16/09/1991,1991,SET,9
10004,30/11/1990,1990,NOV,11
7310,04/05/1971,1971,MAI,5
7312,25/03/1993,1993,MAR,3
7314,03/06/1970,1970,JUN,6
7316,11/06/2001,2001,JUN,6
752,26/05/2003,2003,MAI,5
9773,05/07/2001,2001,JUL,7
9776,15/08/1985,1985,AGO,8
7323,09/11/1988,1988,NOV,11
7325,26/07/1974,1974,JUL,7
7327,20/04/2006,2006,ABR,4
7329,01/03/1996,1996,MAR,3
1595,20/04/1993,1993,ABR,4
7332,09/07/1997,1997,JUL,7
9422,11/06/1980,1980,JUN,6
7335,19/01/2001,2001,JAN,1
14719,17/08/1992,1992,AGO,8
7338,01/08/1988,1988,AGO,8
11929,08/01/1982,1982,JAN,1
3197,15/12/2006,2006,DEZ,12
7342,01/01/1982,1982,JAN,1
7344,12/04/1977,1977,ABR,4
7346,26/03/1974,1974,MAR,3
9814,23/08/1995,1995,AGO,8
7011,06/05/2009,2009,MAI,5
11508,13/11/1974,1974,NOV,11
13174,17/09/1981,1981,SET,9
9125,06/05/2006,2006,MAI,5
9427,09/01/1976,1976,JAN,1
10435,24/05/1978,1978,MAI,5
412,05/04/1990,1990,ABR,4
3378,17/07/2012,2012,JUL,7
6902,24/02/1997,1997,FEV,2
9822,13/01/1995,1995,JAN,1
7361,23/09/1993,1993,SET,9
760,03/07/1987,1987,JUL,7
14081,11/10/1988,1988,OUT,10
6863,03/09/2002,2002,SET,9
7366,19/10/1983,1983,OUT,10
2427,04/03/2011,2011,MAR,3
4309,19/10/2009,2009,OUT,10
7370,29/08/2008,2008,AGO,8
25,09/02/2012,2012,FEV,2
3345,27/04/2009,2009,ABR,4
7374,14/01/2010,2010,JAN,1
14917,16/05/2007,2007,MAI,5
7377,14/10/1992,1992,OUT,10
14101,23/04/1998,1998,ABR,4
6145,23/11/1993,1993,NOV,11
9832,26/09/1994,1994,SET,9
13875,05/05/1980,1980,MAI,5
7384,30/06/2000,2000,JUN,6
55,29/06/2012,2012,JUN,6
4653,23/07/2004,2004,JUL,7
10461,15/05/2001,2001,MAI,5
9837,26/01/1988,1988,JAN,1
12051,16/09/1994,1994,SET,9
7392,11/08/2003,2003,AGO,8
7394,26/04/1995,1995,ABR,4
7396,14/07/1994,1994,JUL,7
7398,29/11/1995,1995,NOV,11
7495,11/07/2006,2006,JUL,7
7401,24/09/2002,2002,SET,9
7403,10/07/1995,1995,JUL,7
2517,10/06/2010,2010,JUN,6
3186,26/04/2001,2001,ABR,4
7407,31/12/2003,2003,DEZ,12
860,16/04/2010,2010,ABR,4
7410,26/09/2005,2005,SET,9
1752,27/09/2005,2005,SET,9
5677,31/05/1995,1995,MAI,5
7414,27/03/2003,2003,MAR,3
1546,31/01/2005,2005,JAN,1
7417,23/09/2005,2005,SET,9
9862,20/04/1989,1989,ABR,4
3038,12/09/2005,2005,SET,9
14868,18/03/1996,1996,MAR,3
9866,25/07/2002,2002,JUL,7
9055,31/10/1994,1994,OUT,10
13312,08/03/2001,2001,MAR,3
13918,18/01/2011,2011,JAN,1
13433,01/10/1992,1992,OUT,10
11597,29/08/2007,2007,AGO,8
8966,17/06/2002,2002,JUN,6
11390,09/06/1982,1982,JUN,6
12687,24/08/1999,1999,AGO,8
7433,27/03/1989,1989,MAR,3
744,01/08/2012,2012,AGO,8
9873,14/10/1974,1974,OUT,10
7438,04/02/2004,2004,FEV,2
2059,04/05/2012,2012,MAI,5
7441,27/04/2005,2005,ABR,4
10919,03/08/2007,2007,AGO,8
7444,11/02/2008,2008,FEV,2
9888,28/11/2007,2007,NOV,11
12183,19/04/2007,2007,ABR,4
7449,06/12/1999,1999,DEZ,12
6658,22/09/2009,2009,SET,9
6587,20/12/2001,2001,DEZ,12
7453,08/04/2010,2010,ABR,4
7455,22/08/2006,2006,AGO,8
7457,03/07/1995,1995,JUL,7
9904,29/11/1993,1993,NOV,11
6872,30/11/2001,2001,NOV,11
2003,08/08/2011,2011,AGO,8
7463,30/04/2002,2002,ABR,4
14435,18/09/1980,1980,SET,9
3745,30/07/2009,2009,JUL,7
7233,20/07/2005,2005,JUL,7
7468,10/08/1993,1993,AGO,8
3871,11/07/2011,2011,JUL,7
1644,08/01/2010,2010,JAN,1
7472,19/08/1998,1998,AGO,8
7474,13/11/2007,2007,NOV,11
7476,27/12/1972,1972,DEZ,12
14931,11/10/1985,1985,OUT,10
7479,31/08/2001,2001,AGO,8
8126,25/09/1987,1987,SET,9
9928,04/04/1974,1974,ABR,4
9326,27/12/2001,2001,DEZ,12
9936,13/08/1991,1991,AGO,8
13138,11/10/1995,1995,OUT,10
14024,26/06/1992,1992,JUN,6
253,18/09/2000,2000,SET,9
7490,24/03/1982,1982,MAR,3
3055,19/11/2003,2003,NOV,11
7493,09/03/2007,2007,MAR,3
9941,05/05/2006,2006,MAI,5
7497,31/10/2003,2003,OUT,10
9948,06/06/1972,1972,JUN,6
7501,29/05/2001,2001,MAI,5
13766,25/09/2003,2003,SET,9
9956,21/01/1988,1988,JAN,1
7506,26/09/2000,2000,SET,9
7508,09/03/2004,2004,MAR,3
7510,03/01/1980,1980,JAN,1
7512,24/07/1998,1998,JUL,7
7514,13/05/1998,1998,MAI,5
7516,19/11/1998,1998,NOV,11
7518,19/07/1999,1999,JUL,7
7520,17/08/1999,1999,AGO,8
7522,29/11/2004,2004,NOV,11
10837,19/11/2004,2004,NOV,11
7525,05/06/1986,1986,JUN,6
7527,26/10/1971,1971,OUT,10
13154,04/09/2006,2006,SET,9
7530,29/03/1985,1985,MAR,3
11102,15/10/1980,1980,OUT,10
10849,30/05/1988,1988,MAI,5
12910,07/07/1970,1970,JUL,7
9981,13/09/1991,1991,SET,9
10606,18/01/1978,1978,JAN,1
3010,17/05/2007,2007,MAI,5
8080,05/01/2005,2005,JAN,1
989,16/01/1997,1997,JAN,1
7541,17/03/1994,1994,MAR,3
9760,10/05/2005,2005,MAI,5
9023,04/11/2008,2008,NOV,11
6155,20/03/2001,2001,MAR,3
7546,31/05/1988,1988,MAI,5
9122,08/02/1968,1968,FEV,2
7549,07/11/2005,2005,NOV,11
13459,21/06/2005,2005,JUN,6
14781,14/04/1994,1994,ABR,4
11608,10/01/1990,1990,JAN,1
9224,19/10/1990,1990,OUT,10
7555,26/10/2007,2007,OUT,10
1929,03/07/2012,2012,JUL,7
11527,03/04/1992,1992,ABR,4
12257,23/10/1986,1986,OUT,10
7560,08/06/2007,2007,JUN,6
6971,30/08/2007,2007,AGO,8
7563,11/06/2008,2008,JUN,6
7565,22/06/2007,2007,JUN,6
13110,03/01/2008,2008,JAN,1
9570,21/01/1998,1998,JAN,1
7569,09/11/2006,2006,NOV,11
6784,04/12/2006,2006,DEZ,12
12180,26/08/1988,1988,AGO,8
4233,09/08/2006,2006,AGO,8
7574,09/10/2008,2008,OUT,10
10002,07/08/1979,1979,AGO,8
7578,15/01/1991,1991,JAN,1
33,28/05/2010,2010,MAI,5
13037,20/04/1983,1983,ABR,4
10009,12/12/1973,1973,DEZ,12
9177,24/06/1999,1999,JUN,6
1532,13/01/1982,1982,JAN,1
7586,02/05/2002,2002,MAI,5
10020,22/02/2002,2002,FEV,2
2644,22/03/2011,2011,MAR,3
4978,15/12/2010,2010,DEZ,12
10025,31/03/2003,2003,MAR,3
7594,17/07/1991,1991,JUL,7
7596,07/11/2003,2003,NOV,11
7598,05/02/2003,2003,FEV,2
9688,08/11/1994,1994,NOV,11
7601,07/06/1975,1975,JUN,6
1067,18/09/2011,2011,SET,9
7604,16/09/1982,1982,SET,9
10047,18/02/1992,1992,FEV,2
10051,12/08/2009,2009,AGO,8
13289,15/01/2007,2007,JAN,1
9826,13/03/1978,1978,MAR,3
7981,01/06/1998,1998,JUN,6
7613,09/09/1980,1980,SET,9
10060,19/07/2001,2001,JUL,7
10065,14/10/2008,2008,OUT,10
8445,24/10/2007,2007,OUT,10
1089,22/09/2006,2006,SET,9
4969,30/07/2008,2008,JUL,7
7171,15/09/2009,2009,SET,9
9605,19/03/1986,1986,MAR,3
1325,15/05/2012,2012,MAI,5
11371,24/03/1997,1997,MAR,3
1507,09/02/2010,2010,FEV,2
7627,09/08/1972,1972,AGO,8
10072,08/08/2002,2002,AGO,8
13692,19/02/1992,1992,FEV,2
7632,09/08/1985,1985,AGO,8
7634,30/08/1966,1966,AGO,8
7636,26/01/1977,1977,JAN,1
7638,07/05/1975,1975,MAI,5
10082,04/06/1998,1998,JUN,6
7642,26/08/1983,1983,AGO,8
10093,02/02/2012,2012,FEV,2
7646,20/03/1990,1990,MAR,3
10075,18/02/2005,2005,FEV,2
7649,14/07/1986,1986,JUL,7
7651,07/12/1990,1990,DEZ,12
10108,19/03/2010,2010,MAR,3
7655,30/09/1992,1992,SET,9
14783,23/12/2008,2008,DEZ,12
10117,28/09/2010,2010,SET,9
7660,03/03/2005,2005,MAR,3
7662,19/02/1970,1970,FEV,2
11458,11/08/1977,1977,AGO,8
10129,14/10/1983,1983,OUT,10
4696,03/02/2010,2010,FEV,2
9853,15/05/1998,1998,MAI,5
10600,18/07/1978,1978,JUL,7
2811,06/07/2011,2011,JUL,7
10133,18/01/1990,1990,JAN,1
7900,06/08/2008,2008,AGO,8
14657,09/03/1976,1976,MAR,3
6428,28/07/2011,2011,JUL,7
11308,21/03/1977,1977,MAR,3
1944,06/06/2011,2011,JUN,6
6504,11/03/1996,1996,MAR,3
2368,05/10/2011,2011,OUT,10
14572,06/04/2009,2009,ABR,4
7681,04/09/1985,1985,SET,9
7683,08/01/2009,2009,JAN,1
571,12/07/2011,2011,JUL,7
205,02/12/2002,2002,DEZ,12
10140,01/09/1977,1977,SET,9
12589,22/03/1993,1993,MAR,3
11369,20/06/2005,2005,JUN,6
12437,24/07/1978,1978,JUL,7
7295,24/10/1995,1995,OUT,10
10653,27/07/2000,2000,JUL,7
7694,20/10/1981,1981,OUT,10
3347,05/12/1994,1994,DEZ,12
4857,27/07/1995,1995,JUL,7
15148,20/12/1989,1989,DEZ,12
6349,22/02/2006,2006,FEV,2
4694,21/02/2007,2007,FEV,2
10145,21/07/1993,1993,JUL,7
11287,04/06/1981,1981,JUN,6
7704,01/04/2008,2008,ABR,4
7706,26/12/2005,2005,DEZ,12
4432,12/01/2011,2011,JAN,1
7709,07/06/1999,1999,JUN,6
7711,12/06/2007,2007,JUN,6
14332,17/10/2001,2001,OUT,10
5667,02/07/2004,2004,JUL,7
7715,04/08/1998,1998,AGO,8
13224,19/05/1980,1980,MAI,5
6143,11/05/2012,2012,MAI,5
7719,03/03/1998,1998,MAR,3
5033,22/12/2011,2011,DEZ,12
14922,29/09/1975,1975,SET,9
10151,10/09/1980,1980,SET,9
3239,18/03/2009,2009,MAR,3
545,29/06/2011,2011,JUN,6
9864,11/09/2007,2007,SET,9
11444,02/08/1991,1991,AGO,8
9648,19/05/2003,2003,MAI,5
7730,06/07/2005,2005,JUL,7
10164,20/07/1988,1988,JUL,7
7734,19/10/1999,1999,OUT,10
13641,16/05/1995,1995,MAI,5
7737,02/06/1997,1997,JUN,6
10180,17/05/2002,2002,MAI,5
7741,25/08/1993,1993,AGO,8
7743,27/09/1984,1984,SET,9
2477,03/06/2009,2009,JUN,6
2814,28/04/2010,2010,ABR,4
7747,13/06/1997,1997,JUN,6
5683,22/08/2011,2011,AGO,8
6806,23/02/2012,2012,FEV,2
2108,17/01/2001,2001,JAN,1
5524,16/04/2012,2012,ABR,4
13887,13/02/1995,1995,FEV,2
10186,30/04/2001,2001,ABR,4
10200,07/01/1974,1974,JAN,1
7758,18/09/1989,1989,SET,9
539,13/07/2010,2010,JUL,7
14876,07/10/1983,1983,OUT,10
8203,02/05/1995,1995,MAI,5
14054,23/05/1972,1972,MAI,5
7764,21/01/1972,1972,JAN,1
7766,19/02/2008,2008,FEV,2
8971,29/08/1996,1996,AGO,8
9463,13/12/1999,1999,DEZ,12
10898,08/07/1991,1991,JUL,7
11811,05/03/1987,1987,MAR,3
656,13/03/2012,2012,MAR,3
7773,17/12/2009,2009,DEZ,12
7775,19/07/1990,1990,JUL,7
10218,19/12/2003,2003,DEZ,12
7779,18/01/2001,2001,JAN,1
4698,10/09/2007,2007,SET,9
9110,02/02/1983,1983,FEV,2
1379,19/07/2012,2012,JUL,7
10220,19/12/1997,1997,DEZ,12
3971,30/04/2012,2012,ABR,4
7787,24/05/2008,2008,MAI,5
445,26/09/1988,1988,SET,9
8992,17/04/2008,2008,ABR,4
10230,26/01/2005,2005,JAN,1
10236,12/03/2008,2008,MAR,3
14409,11/11/1999,1999,NOV,11
8869,04/10/2007,2007,OUT,10
7797,18/07/1986,1986,JUL,7
7799,07/03/2005,2005,MAR,3
7801,21/05/2002,2002,MAI,5
10247,07/06/1996,1996,JUN,6
7805,24/07/2007,2007,JUL,7
7807,01/04/2003,2003,ABR,4
7809,18/12/1996,1996,DEZ,12
9361,08/06/2001,2001,JUN,6
15176,09/11/2004,2004,NOV,11
11044,07/08/1990,1990,AGO,8
7814,17/09/1976,1976,SET,9
7816,17/06/2003,2003,JUN,6
43,15/06/1999,1999,JUN,6
4816,22/05/1995,1995,MAI,5
7820,02/03/2001,2001,MAR,3
7822,01/10/2012,2012,OUT,10
9415,08/07/1977,1977,JUL,7
14354,23/01/2008,2008,JAN,1
13604,05/08/1988,1988,AGO,8
7827,29/11/2001,2001,NOV,11
7829,02/09/2004,2004,SET,9
3643,20/12/2010,2010,DEZ,12
4030,04/08/2010,2010,AGO,8
14896,20/01/2012,2012,JAN,1
10977,13/06/2008,2008,JUN,6
1272,15/04/2010,2010,ABR,4
7836,04/12/1992,1992,DEZ,12
13101,13/07/2000,2000,JUL,7
7839,02/05/1968,1968,MAI,5
7841,07/01/2008,2008,JAN,1
7843,22/08/2000,2000,AGO,8
10291,22/07/2010,2010,JUL,7
5651,24/03/1987,1987,MAR,3
8909,16/04/2007,2007,ABR,4
7849,25/08/1989,1989,AGO,8
10302,02/04/1998,1998,ABR,4
7853,08/09/1993,1993,SET,9
14700,30/06/1988,1988,JUN,6
9255,01/10/1990,1990,OUT,10
12750,28/09/2001,2001,SET,9
7858,22/11/1996,1996,NOV,11
7860,02/01/2003,2003,JAN,1
10322,22/07/2002,2002,JUL,7
7576,29/09/1999,1999,SET,9
4633,26/07/1993,1993,JUL,7
7866,05/09/1986,1986,SET,9
10333,13/11/1997,1997,NOV,11
9157,10/02/2012,2012,FEV,2
13372,24/02/1983,1983,FEV,2
4767,06/08/1999,1999,AGO,8
7873,11/12/1992,1992,DEZ,12
7319,15/12/1992,1992,DEZ,12
12275,13/06/1990,1990,JUN,6
9870,21/12/1994,1994,DEZ,12
7878,01/12/1983,1983,DEZ,12
7880,15/07/1983,1983,JUL,7
7882,22/07/1973,1973,JUL,7
14947,23/08/2000,2000,AGO,8
9974,19/06/1979,1979,JUN,6
13063,27/01/1998,1998,JAN,1
155,27/05/1997,1997,MAI,5
7888,09/08/2003,2003,AGO,8
7890,21/07/2004,2004,JUL,7
13308,19/11/1976,1976,NOV,11
13877,08/03/2005,2005,MAR,3
7894,20/01/1989,1989,JAN,1
627,02/04/2003,2003,ABR,4
12283,11/01/1988,1988,JAN,1
1895,04/07/2012,2012,JUL,7
1443,27/12/2000,2000,DEZ,12
10356,31/07/1981,1981,JUL,7
14627,15/02/1977,1977,FEV,2
4747,02/12/2009,2009,DEZ,12
7904,22/11/2004,2004,NOV,11
7906,27/08/2012,2012,AGO,8
7908,30/11/2010,2010,NOV,11
7582,06/09/2000,2000,SET,9
1307,10/09/2012,2012,SET,9
7912,06/10/2008,2008,OUT,10
10377,28/08/2009,2009,AGO,8
7916,08/10/2004,2004,OUT,10
14842,12/03/1987,1987,MAR,3
4702,16/09/2008,2008,SET,9
5805,13/01/2012,2012,JAN,1
11055,03/09/1987,1987,SET,9
7922,20/08/2002,2002,AGO,8
7687,19/05/1987,1987,MAI,5
7925,05/11/1985,1985,NOV,11
9906,18/09/1979,1979,SET,9
9567,01/07/1982,1982,JUL,7
7929,05/11/1966,1966,NOV,11
4202,19/07/2004,2004,JUL,7
7932,20/12/1983,1983,DEZ,12
7934,22/06/2001,2001,JUN,6
5305,19/06/1991,1991,JUN,6
7937,09/05/2001,2001,MAI,5
10398,18/06/1982,1982,JUN,6
7941,28/11/1990,1990,NOV,11
10406,05/06/1998,1998,JUN,6
7945,29/05/1989,1989,MAI,5
2734,11/08/2010,2010,AGO,8
14666,25/08/2005,2005,AGO,8
7949,30/08/1985,1985,AGO,8
13516,15/06/1983,1983,JUN,6
14217,23/07/1990,1990,JUL,7
12542,13/08/2012,2012,AGO,8
7954,02/12/1970,1970,DEZ,12
8866,10/07/2004,2004,JUL,7
14748,11/04/2007,2007,ABR,4
7958,20/01/1994,1994,JAN,1
3778,13/10/2010,2010,OUT,10
10190,14/12/2004,2004,DEZ,12
9610,10/11/2006,2006,NOV,11
7963,01/10/2010,2010,OUT,10
10421,24/08/1989,1989,AGO,8
6967,09/02/2006,2006,FEV,2
13722,11/06/1968,1968,JUN,6
9494,14/03/1991,1991,MAR,3
9497,12/11/1998,1998,NOV,11
10425,18/06/1986,1986,JUN,6
2553,17/10/2007,2007,OUT,10
4054,28/07/2010,2010,JUL,7
13341,02/06/1988,1988,JUN,6
9373,09/10/1985,1985,OUT,10
7977,27/11/2002,2002,NOV,11
7979,20/10/1983,1983,OUT,10
10430,18/02/1982,1982,FEV,2
7983,28/06/1996,1996,JUN,6
7985,08/01/1993,1993,JAN,1
12218,21/07/1983,1983,JUL,7
13734,27/07/2012,2012,JUL,7
7989,28/05/2004,2004,MAI,5
7991,18/10/1977,1977,OUT,10
12358,12/01/2001,2001,JAN,1
646,10/08/2004,2004,AGO,8
11069,10/06/1994,1994,JUN,6
10439,03/09/1981,1981,SET,9
7608,03/11/2011,2011,NOV,11
2538,18/06/2010,2010,JUN,6
9087,30/08/1983,1983,AGO,8
8001,16/08/2012,2012,AGO,8
3361,20/05/2002,2002,MAI,5
10565,28/06/2004,2004,JUN,6
10166,09/10/2012,2012,OUT,10
4974,30/06/2010,2010,JUN,6
10447,24/10/1983,1983,OUT,10
10449,11/06/1987,1987,JUN,6
8011,26/07/2010,2010,JUL,7
7971,23/04/2009,2009,ABR,4
12386,23/01/1979,1979,JAN,1
10453,08/11/1990,1990,NOV,11
12633,06/02/1979,1979,FEV,2
11235,02/03/1995,1995,MAR,3
12444,14/01/1977,1977,JAN,1
8020,25/09/2010,2010,SET,9
2508,27/06/2012,2012,JUN,6
750,17/12/2003,2003,DEZ,12
8024,16/07/1979,1979,JUL,7
8026,06/06/1983,1983,JUN,6
8028,17/09/2004,2004,SET,9
392,30/12/1991,1991,DEZ,12
8031,15/05/1985,1985,MAI,5
4897,19/05/2005,2005,MAI,5
10135,09/11/1983,1983,NOV,11
2210,14/02/2011,2011,FEV,2
4745,02/08/2010,2010,AGO,8
8037,24/02/1992,1992,FEV,2
14076,05/07/1990,1990,JUL,7
11324,17/08/1973,1973,AGO,8
8041,20/06/2007,2007,JUN,6
551,10/10/2012,2012,OUT,10
