pk_cnae,nu_ordem,cd_ramo_atividade,cnae_dig2,de_ramo_atividade,ramo_atividade,divisao
15314,0,1093701,10,AGENCIAS MATRIMONIAIS,BENS DE CONSUMO,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
15314,1,4789099,47,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15314,2,7319003,73,FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES,SERVIÇOS DE EDUCAÇÃO,PUBLICIDADE E PESQUISA DE MERCADO
15314,3,8230001,82,MARKETING DIRETO,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15314,4,9609202,96,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
15315,0,4530706,45,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS",VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15315,1,4542101,45,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MOTOCICLETAS E MOTONETAS, PECAS E ACESSORIOS",VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15315,2,4613300,46,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PECAS E ACESSORIOS NOVOS E USADOS PARA VEICULOS AUTOMOTORES,ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
15316,0,4782201,47,COMERCIO VAREJISTA DE CALCADOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15317,0,9602502,96,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
15318,0,4789099,47,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15318,1,9329899,93,OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DIVERSOS,ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
15319,0,4520001,45,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15319,1,4520002,45,SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15319,2,4520003,45,SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15319,3,4520004,45,SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15319,4,4530703,45,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15320,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15320,1,4789001,47,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15321,0,1412601,14,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",DIVERSOS,CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
15321,1,1412603,14,"FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",DIVERSOS,CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
15322,0,6422100,64,"BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL",BENS DE CAPITAL,ATIVIDADES DE SERVIÇOS FINANCEIROS
15323,0,4530703,45,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15323,1,4530704,45,COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15324,0,4633801,46,"COMERCIO ATACADISTA DE FRUTAS, VERDURAS, RAIZES, TUBERCULOS, HORTALICAS E LEGUMES FRESCOS",ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
15325,0,9430800,94,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15325,1,9491000,94,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15325,2,9493600,94,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15325,3,9499500,94,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15326,0,4222701,42,"CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO",INDÚSTRIA DIGITAL,OBRAS DE INFRA-ESTRUTURA
15326,1,4321500,43,INSTALACAO E MANUTENCAO ELETRICA,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15327,0,4712100,47,COMERCIO VAREJISTA DE BEBIDAS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15327,1,4723700,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15328,0,9430800,94,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15328,1,9493600,94,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15328,2,9499500,94,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15329,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15329,1,4782201,47,COMERCIO VAREJISTA DE CALCADOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15329,2,4789001,47,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15330,0,8219901,82,FOTOCOPIAS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15331,0,4789099,47,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15332,0,4530701,45,COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15333,0,9492800,94,ATIVIDADES DE ORGANIZACOES POLITICAS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15334,0,4530705,45,COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15335,0,7420003,74,LABORATORIOS FOTOGRAFICOS,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
15336,0,4744001,47,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15337,0,4774100,47,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15338,0,4774100,47,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15339,0,0210107,02,EXTRACAO DE MADEIRA EM FLORESTAS NATIVAS,QUÍMICA-PETROQUÍMICA,PRODUÇÃO FLORESTAL
15339,1,0210108,02,EXTRACAO DE MADEIRA EM FLORESTAS PLANTADAS,QUÍMICA-PETROQUÍMICA,PRODUÇÃO FLORESTAL
15339,2,0220901,02,PRODUCAO DE CARVAO VEGETAL  FLORESTAS NATIVAS,QUÍMICA-PETROQUÍMICA,PRODUÇÃO FLORESTAL
15339,3,0220902,02,PRODUCAO DE CARVAO VEGETAL  FLORESTAS PLANTADAS,QUÍMICA-PETROQUÍMICA,PRODUÇÃO FLORESTAL
15340,0,6911701,69,SERVICOS ADVOCATICIOS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA"
15341,0,7820500,78,LOCACAO DE MAODEOBRA TEMPORARIA,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA"
15341,1,8111700,81,"SERVICOS COMBINADOS PARA APOIO A EDIFICIOS, EXCETO CONDOMINIOS PREDIAIS",SERVIÇOS PROFISSIONAIS E TÉCNICOS,SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
15342,0,4330499,43,OBRAS DE ALVENARIA,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15342,1,4399103,43,OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15343,0,4321500,43,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15343,1,4751200,47,INSTALACAO E MANUTENCAO ELETRICA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15343,2,4751202,47,OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15343,3,6190699,61,RECARGA DE CARTUCHOS PARA EQUIPAMENTOS DE INFORMATICA,TÊXTEIS,TELECOMUNICAÇÕES
15343,4,9511800,95,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,SERVIÇOS DE EDUCAÇÃO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS
15344,0,0139306,01,CULTIVO DE SERINGUEIRA,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
15345,0,8630501,86,ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES,SERVIÇOS DE SAÚDE,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
15345,1,8630502,86,ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS,SERVIÇOS DE SAÚDE,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
15345,2,8630503,86,ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS,SERVIÇOS DE SAÚDE,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
15345,3,8711501,87,CLINICAS E RESIDENCIAS GERIATRICAS,SERVIÇOS DIVERSOS,"ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES"
15346,0,9491000,94,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15347,0,9430800,94,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15347,1,9493600,94,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15347,2,9499500,94,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15348,0,5911102,59,"ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR",TÊXTEIS,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA"
15348,1,5911199,59,"ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE",TÊXTEIS,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA"
15348,2,5913800,59,"DISTRIBUICAO CINEMATOGRAFICA, DE VIDEO E DE PROGRAMAS DE TELEVISAO",TÊXTEIS,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA"
15348,3,7739099,77,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS PROFISSIONAIS E TÉCNICOS,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS
15348,4,8299799,82,PRODUCAO DE FILMES PARA PUBLICIDADE,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15349,0,4773300,47,COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15349,1,4789099,47,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15349,2,9603304,96,SERVICOS DE FUNERARIAS,SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
15350,0,6920601,69,ATIVIDADES DE CONTABILIDADE,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA"
15351,0,6822600,68,GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA,SERVIÇOS ADMINISTRATIVOS,ATIVIDADES IMOBILIÁRIAS
15352,0,4712100,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15353,0,4744002,47,COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15353,1,4744099,47,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15354,0,7112000,71,SERVICOS DE ENGENHARIA,SERVIÇOS DE EDUCAÇÃO,SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS
15355,0,8211300,82,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15356,0,4729601,47,TABACARIA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15357,0,0111302,01,CULTIVO DE MILHO,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
15357,1,0115600,01,CULTIVO DE SOJA,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
15358,0,4321500,43,INSTALACAO E MANUTENCAO ELETRICA,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15358,1,4322301,43,"INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS",INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15358,2,4330404,43,OBRAS DE ALVENARIA,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15358,3,4399103,43,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
15358,4,6209100,62,"SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO",INDÚSTRIA DIGITAL,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
15359,0,4729601,47,TABACARIA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15360,0,6912500,69,CARTORIOS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA"
15361,0,3101200,31,COMERCIO VAREJISTA DE MOVEIS,DIVERSOS,FABRICAÇÃO DE MÓVEIS
15361,1,4754701,47,FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15361,2,4930201,49,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL",TRANSPORTE,TRANSPORTE TERRESTRE
15362,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15363,0,4623109,46,COMERCIO ATACADISTA DE ALIMENTOS PARA ANIMAIS,ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
15364,0,4649499,46,"COMERCIO ATACADISTA DE OUTRAS MAQUINAS E EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE, PARTES E PECAS",ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
15364,1,4669999,46,COMERCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
15364,2,4689399,46,COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIARIOS NAO ESPECIFICADOS ANTERIORMENTE,ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
15365,0,9602502,96,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
15366,0,6622300,66,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE",BENS DE CONSUMO,"ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE"
15367,0,0119999,01,CULTIVO DE OUTRAS PLANTAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
15367,1,0132600,01,CULTIVO DE UVA,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
15368,0,4520003,45,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15368,1,4530703,45,COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15368,2,4530704,45,SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
15369,0,9491000,94,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
15370,0,6399200,63,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS",MINERAÇÃO,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO
15370,1,7410201,74,DESIGN,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
15370,2,7490105,74,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
15370,3,7490199,74,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
15370,4,8299799,82,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE",SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
15371,0,5611203,56,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
15372,0,8512100,85,EDUCACAO INFANTIL  PREESCOLA,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
15373,0,9529102,95,CHAVEIROS,SERVIÇOS DE EDUCAÇÃO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS
15374,0,1340599,13,"OUTROS SERVICOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO",TÊXTEIS,FABRICAÇÃO DE PRODUTOS TÊXTEIS
15375,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15376,0,1412602,14,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",DIVERSOS,CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
15376,1,1521100,15,"FABRICACAO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL",DIVERSOS,"PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS"
15377,0,4751200,47,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15377,1,9511800,95,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,SERVIÇOS DE EDUCAÇÃO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS
15378,0,4711301,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
15379,0,8211300,82,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
