pk_cnae,nu_ordem,cd_ramo_atividade,cnae_dig2,de_ramo_atividade,ramo_atividade,divisao
19548,0,3314707,33,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,SERVIÇOS DIVERSOS,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO"
19548,1,4321500,43,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
19548,2,4330499,43,INSTALACAO E MANUTENCAO ELETRICA,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
19548,3,4744099,47,MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19548,4,4789099,47,OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19549,0,3312102,33,"COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL, PARTES E PECAS",SERVIÇOS DIVERSOS,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO"
19549,1,3313999,33,"MANUTENCAO E REPARACAO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE",SERVIÇOS DIVERSOS,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO"
19549,2,4663000,46,"MANUTENCAO E REPARACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS NAO ESPECIFICADOS ANTERIORMENTE",ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
19550,0,8599604,85,ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
19550,1,8599699,85,OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
19550,2,8630503,86,SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO,SERVIÇOS DE SAÚDE,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
19550,3,8800600,88,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,SERVIÇOS DIVERSOS,SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO
19551,0,6201501,62,DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA,INDÚSTRIA DIGITAL,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
19551,1,6202300,62,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS,INDÚSTRIA DIGITAL,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
19551,2,6311900,63,"PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET",MINERAÇÃO,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO
19551,3,6319400,63,"TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET",MINERAÇÃO,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO
19552,0,4712100,47,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19552,1,4724500,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19553,0,6399200,63,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS",MINERAÇÃO,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO
19553,1,7410299,74,ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
19553,2,7490105,74,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
19553,3,7490199,74,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
19553,4,8299799,82,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE",SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
19554,0,8630504,86,ATIVIDADE ODONTOLOGICA,SERVIÇOS DE SAÚDE,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
19555,0,4763604,47,"COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19556,0,8121400,81,ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS PROFISSIONAIS E TÉCNICOS,SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
19556,1,8129000,81,LIMPEZA EM PREDIOS E EM DOMICILIOS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
19557,0,4633801,46,"COMERCIO ATACADISTA DE FRUTAS, VERDURAS, RAIZES, TUBERCULOS, HORTALICAS E LEGUMES FRESCOS",ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
19558,0,8730199,87,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DIVERSOS,"ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES"
19558,1,9430800,94,ATIVIDADES DE ASSISTENCIA SOCIAL PRESTADAS EM RESIDENCIAS COLETIVAS E PARTICULARES NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19558,2,9493600,94,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19558,3,9499500,94,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19559,0,4721103,47,COMERCIO VAREJISTA DE LATICINIOS E FRIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19560,0,4721104,47,COMERCIO VAREJISTA DE BEBIDAS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19560,1,4723700,47,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19560,2,5611201,56,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
19560,3,5611203,56,RESTAURANTES E SIMILARES,SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
19561,0,9492800,94,ATIVIDADES DE ORGANIZACOES POLITICAS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19562,0,3811400,38,COLETA DE RESIDUOS NAOPERIGOSOS,SERVIÇOS DE ALOJAMENTO/ALIMENTAÇÃO,"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS"
19563,0,4691500,46,"COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS",ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
19564,0,6462000,64,COMPRA E VENDA DE IMOVEIS PROPRIOS,BENS DE CAPITAL,ATIVIDADES DE SERVIÇOS FINANCEIROS
19564,1,6810201,68,GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA,SERVIÇOS ADMINISTRATIVOS,ATIVIDADES IMOBILIÁRIAS
19564,2,6822600,68,HOLDINGS DE INSTITUICOES NAOFINANCEIRAS,SERVIÇOS ADMINISTRATIVOS,ATIVIDADES IMOBILIÁRIAS
19565,0,4712100,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19566,0,4292801,42,MONTAGEM DE ESTRUTURAS METALICAS,INDÚSTRIA DIGITAL,OBRAS DE INFRA-ESTRUTURA
19566,1,4391600,43,OBRAS DE FUNDACOES,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
19566,2,9512600,95,REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO,SERVIÇOS DE EDUCAÇÃO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS
19567,0,2539001,25,FABRICACAO DE OUTRAS PECAS E ACESSORIOS PARA VEICULOS AUTOMOTORES NAO ESPECIFICADAS ANTERIORMENTE,TELECOM,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS"
19567,1,2949299,29,"SERVICOS DE USINAGEM, TORNEARIA E SOLDA",INDÚSTRIA AUTOMOTIVA,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS"
19568,0,8610101,86,"ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTOSOCORRO E UNIDADES PARA ATENDIMENTO A URGENCIAS",SERVIÇOS DE SAÚDE,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
19569,0,4321500,43,INSTALACAO E MANUTENCAO ELETRICA,INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
19569,1,4929901,49,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL",TRANSPORTE,TRANSPORTE TERRESTRE
19570,0,5611201,56,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
19570,1,5611203,56,RESTAURANTES E SIMILARES,SERVIÇOS ADMINISTRATIVOS,ALIMENTAÇÃO
19571,0,1411801,14,CONFECCAO DE ROUPAS INTIMAS,DIVERSOS,CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
19572,0,4713002,47,COMERCIO VAREJISTA DE MOVEIS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19572,1,4754701,47,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19572,2,4759899,47,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19573,0,4712100,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19574,0,8630501,86,ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES,SERVIÇOS DE SAÚDE,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
19574,1,8630502,86,ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS,SERVIÇOS DE SAÚDE,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
19574,2,8630503,86,ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS,SERVIÇOS DE SAÚDE,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
19574,3,8711501,87,"ATIVIDADES DE ASSISTENCIA A DEFICIENTES FISICOS, IMUNODEPRIMIDOS E CONVALESCENTES",SERVIÇOS DIVERSOS,"ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES"
19574,4,8711503,87,CLINICAS E RESIDENCIAS GERIATRICAS,SERVIÇOS DIVERSOS,"ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES"
19575,0,4774100,47,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19576,0,4741500,47,COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19577,0,3101200,31,COMERCIO VAREJISTA DE MOVEIS,DIVERSOS,FABRICAÇÃO DE MÓVEIS
19577,1,4754701,47,FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19578,0,3314709,33,"MANUTENCAO E REPARACAO DE MAQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NAOELETRONICOS PARA ESCRITORIO",SERVIÇOS DIVERSOS,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO"
19578,1,9511800,95,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,SERVIÇOS DE EDUCAÇÃO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS
19579,0,7723300,77,"ALUGUEL DE OBJETOS DO VESTUARIO, JOIAS E ACESSORIOS",SERVIÇOS PROFISSIONAIS E TÉCNICOS,ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS
19580,0,0600001,06,EXTRACAO DE PETROLEO E GAS NATURAL,PAPEL E CELULOSE,EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL
19581,0,4110700,41,ADMINISTRACAO DE OBRAS,INDÚSTRIA DA CONSTRUÇÃO,CONSTRUÇÃO DE EDIFÍCIOS
19581,1,4120400,41,CONSTRUCAO DE EDIFICIOS,INDÚSTRIA DA CONSTRUÇÃO,CONSTRUÇÃO DE EDIFÍCIOS
19581,2,4213800,42,"CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO",INDÚSTRIA DIGITAL,OBRAS DE INFRA-ESTRUTURA
19581,3,4222701,42,INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS,INDÚSTRIA DIGITAL,OBRAS DE INFRA-ESTRUTURA
19581,4,4399101,43,"OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS",INDÚSTRIA DIGITAL,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
19582,0,7319003,73,ATIVIDADES DE FORNECIMENTO DE INFRAESTRUTURA DE APOIO E ASSISTENCIA A PACIENTE NO DOMICILIO,SERVIÇOS DE EDUCAÇÃO,PUBLICIDADE E PESQUISA DE MERCADO
19582,1,8599604,85,"CABELEIREIROS, MANICURE E PEDICURE",SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
19582,2,8712300,87,MARKETING DIRETO,SERVIÇOS DIVERSOS,"ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES"
19582,3,9602501,96,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,SERVIÇOS DIVERSOS,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
19583,0,3101200,31,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS",DIVERSOS,FABRICAÇÃO DE MÓVEIS
19583,1,4711301,47,FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19584,0,0151201,01,CRIACAO DE BOVINOS PARA CORTE,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
19584,1,0151202,01,CRIACAO DE BOVINOS PARA LEITE,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
19585,0,8533300,85,EDUCACAO SUPERIOR  POSGRADUACAO E EXTENSAO,SERVIÇOS DE EDUCAÇÃO,EDUCAÇÃO
19586,0,4712100,47,COMERCIO VAREJISTA DE CARNES  ACOUGUES,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19586,1,4721103,47,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19586,2,4721104,47,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19586,3,4722901,47,COMERCIO VAREJISTA DE LATICINIOS E FRIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19586,4,4724500,47,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19587,0,4789099,47,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19588,0,4754701,47,COMERCIO VAREJISTA DE MOVEIS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19588,1,9529105,95,REPARACAO DE ARTIGOS DO MOBILIARIO,SERVIÇOS DE EDUCAÇÃO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS
19589,0,4120400,41,CONSTRUCAO DE EDIFICIOS,INDÚSTRIA DA CONSTRUÇÃO,CONSTRUÇÃO DE EDIFÍCIOS
19589,1,4299501,42,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,INDÚSTRIA DIGITAL,OBRAS DE INFRA-ESTRUTURA
19590,0,9430800,94,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19590,1,9493600,94,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19590,2,9499500,94,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19591,0,9430800,94,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19591,1,9493600,94,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19591,2,9499500,94,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19592,0,0151201,01,CRIACAO DE BOVINOS PARA CORTE,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
19593,0,4721102,47,COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19593,1,4723700,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19593,2,4772500,47,COMERCIO VAREJISTA DE BEBIDAS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19593,3,4781400,47,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19593,4,4783101,47,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19594,0,6399200,63,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS",MINERAÇÃO,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO
19594,1,7410299,74,ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
19594,2,7490105,74,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
19594,3,7490199,74,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DE EDUCAÇÃO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
19594,4,8299799,82,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE",SERVIÇOS PROFISSIONAIS E TÉCNICOS,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS"
19595,0,9499500,94,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19596,0,0151201,01,CRIACAO DE BOVINOS PARA CORTE,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
19597,0,0131800,01,CRIACAO DE BOVINOS PARA CORTE,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
19597,1,0134200,01,CULTIVO DE CAFE,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
19597,2,0151201,01,CULTIVO DE LARANJA,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
19598,0,0111302,01,CULTIVO DE MILHO,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
19598,1,0115600,01,CULTIVO DE SOJA,PRODUTOS DE AGROPECUÁRIA,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
19599,0,6821801,68,CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS,SERVIÇOS ADMINISTRATIVOS,ATIVIDADES IMOBILIÁRIAS
19599,1,6821802,68,CORRETAGEM NO ALUGUEL DE IMOVEIS,SERVIÇOS ADMINISTRATIVOS,ATIVIDADES IMOBILIÁRIAS
19600,0,4781400,47,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19601,0,4729601,47,TABACARIA,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
19602,0,9499500,94,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,SERVIÇOS DIVERSOS,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19603,0,4520003,45,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
19603,1,4530703,45,COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
19603,2,4530704,45,SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES,VAREJO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
19604,0,8112500,81,CONDOMINIOS PREDIAIS,SERVIÇOS PROFISSIONAIS E TÉCNICOS,SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
19605,0,4619200,46,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO,ATACADO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
19606,0,4784900,47,COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP,SERVIÇOS DE SANEAMENTO BÁSICO,COMÉRCIO VAREJISTA
