pk_endereco,nm_logradouro,nu_logradouro,nm_bairro,nm_municipio,cd_cep,sg_uf,vl_latitude,vl_longitude
7127,DISTRITO RINCAO DOS MENEZES,SN,PRIMEIRO DISTRITO,ROSARIO DO SUL,97590000,RS,"-30,2589889","-54,9153352"
7128,RODOVIA BR 364,-,ZONA RUAL,ITAPUA DO OESTE,76861000,RO,"-9,1974737","-63,1655015"
7130,RUA JIPARANA,168,PARADA QUINZE,SAO PAULO,08246050,SP,"-23,5341128","-46,4377841"
7132,RUA CORONEL JOAQUIM FERREIRA LOBO,203,VILA NOVA CONCEICAO,SAO PAULO,04544150,SP,"-23,5932508","-46,6817036"
7133,RUA FELICIO FERNANDES NOGUEIRA,35A,CENTRO,JOANOPOLIS,12980000,SP,"-22,9307368","-46,2793447"
7135,AVENIDA PADRE ANTONIO OTERO SOARES,195,CENTRO,SANTANA DO ITARARE,84970000,PR,"-23,7599998","-49,6302906"
7136,RUA GASPAR CONQUEIRO,836,VILA VITORIA,MOGI DAS CRUZES,08730480,SP,"-23,532096","-46,2053832"
7138,RUA MADRE SOFIA MARCHETTI,207,VILA CARMOSINA,SAO PAULO,08270020,SP,"-23,5527369","-46,4616718"
7139,RUA B LOTEAMENTO SAO SANTIAGO,188,MARIA PRETA,SANTO ANTONIO DE JESUS,44570000,BA,"-12,9713207","-39,2596724"
7141,RUA TAIACUPEBA,37,QUINTA DA PAINEIRA,SAO PAULO,03150030,SP,"-23,5820072","-46,5870457"
7142,RUA ARDUINO EUGENIO DONIN,442,JARDIM CONCORDIA,TOLEDO,85906508,PR,"-24,7251154","-53,7416844"
7144,RUA ALTO DO FRADE,313,ALTO DO FRADE,POMBOS,55630000,PE,"-8,1416136","-35,3963033"
7146,RUA ANDRADAS,406,CENTRO,SANTANA DO LIVRAMENTO,97573000,RS,"-30,8921306","-55,5334668"
7147,RUA ALEXANDRE DE GUSMAO,1630,ESTANCIA VELHA,CANOAS,92030340,RS,"-29,9102145","-51,1419228"
7148,RUA JOHANES KARL KLEMM,143,SANTO ANTONIO,SANTA CRUZ DO SUL,96835250,RS,"-29,74664","-52,4196703"
7150,RUA PRINCIPAL,SN,MARCIANOPOLIS,SANTO ANTONIO DO SUDOESTE,85710000,PR,"-26,074187","-53,7256129"
7152,RUA ANTONIO ARRUDA,1060A,JARDIM GUANABARA,FORTALEZA,60347255,CE,"-3,7166526","-38,5930957"
7153,RUA JUNDIAPEBA,36,VILA ZELINA,SAO PAULO,03143050,SP,"-23,5892045","-46,5823441"
7155,AVENIDA T 002,2091,SETOR BUENO,GOIANIA,74215010,GO,"-16,708798","-49,2727589"
7157,RUA RAIMUNDO ALVES CAVALCANTE,608,P SANTO ANTONIO,ITAITINGA,61880000,CE,"-3,9663604","-38,5254549"
7158,QNN 38 CONJUNTO B,-,CEILANDIA SUL CEILANDIA,BRASILIA,72220382,DF,"-15,801519","-47,860297"
7160,AVENIDA DANIEL MALETTINI,516,VILA AURORA,SAO PAULO,02411000,SP,"-23,4752434","-46,6238808"
7161,RUA 5 DE MAIO,123,SAO GOTARDO,FLORES DA CUNHA,95270000,RS,"-29,030486","-51,1918904"
7162,RUA BARAO DO COTEGIPE,267,CENTRO,SENHOR DO BONFIM,48970000,BA,"-10,4655765","-40,1869864"
7164,RUA ACADEMICO NILO FIGUEIREDO,3180,DOUTOR LUND,LAGOA SANTA,33400970,MG,"-19,650039","-43,9069366"
7165,AVENIDA JOAO PAULINELLI DE CARVALHO,432,CENTRO,BAMBUI,38900000,MG,"-20,0166504","-45,9737724"
7166,AVENIDA CORONEL FREDERICO LINCK,1265,RIO BRANCO,NOVO HAMBURGO,93336001,RS,"-29,690653","-51,1300264"
7168,RUA AIURUOCA,263,SAO PAULO,BELO HORIZONTE,31910130,MG,"-19,8680656","-43,9238483"
7170,RUA VARZEA PAULISTA,210,VILA PROGRESSO,JUNDIAI,13202700,SP,"-23,2041723","-46,8673262"
7172,RUA MISTER MOORE,39,CENTRO,JUIZ DE FORA,36013180,MG,"-21,7594037","-43,3481496"
7173,RUA LOBELIA,33,JARDIM MARIA ANTONINA,MAIRIPORA,07600000,SP,"-23,3179561","-46,5885175"
7175,AVENIDA 1 DE MAIO,SN,SETOR PIONEIRO,VILHENA,76980000,RO,"-12,7466363","-60,144798"
7176,RUA BENEDITO PALMIRO RODRIGUES,157,PARQUE RODRIGO BARRETO,ARUJA,07417285,SP,"-23,3969682","-46,3204265"
7178,AVENIDA DOM JOSE GASPAR,701,CORACAO EUCARISTICO,BELO HORIZONTE,30535610,MG,"-19,9250684","-43,9914709"
7180,RUA ALMIRANTE ALEXANDRINO,1566,SANTA TERESA,RIO DE JANEIRO,20241263,RJ,"-22,9255576","-43,1907559"
7181,LOTEAMENTO JARDIM METROPOLES,23,ITINGA,LAURO DE FREITAS,42700000,BA,"-12,9101334","-38,3525477"
7183,AVENIDA EDGARD SANTOS,113,NARANDIBA,SALVADOR,41192005,BA,"-12,9574824","-38,4418316"
7184,AVENIDA ALENCASTRO GUIMARAES,237,CENTRO,CAPITAO ENEAS,39445970,MG,"-16,3233487","-43,7085926"
7186,RUA FERNANDO BARRETO,2465,LAGOA NOVA,NATAL,59075720,RN,"-5,822858","-35,2139833"
7187,RODOVIA RAPOSO TAVARES,SN,BUTANTA,SAO PAULO,05576000,SP,"-23,5859609","-46,7601258"
7188,RUA FRANCISCO ANTUNES,969,VILA AUGUSTA,GUARULHOS,07040010,SP,"-23,4783132","-46,5460705"
7190,RUA TULIPA,956,CENTRO,CORBELIA,85420000,PR,"-24,801595","-53,2987846"
7192,LOCALIDADE HERVAL,SN,2 DISTRITO,CANGUCU,96600000,RS,"-31,3964785","-52,6787852"
7194,SHIN BLOCO M,224,LAGO NORTE,BRASILIA,71515200,DF,"-15,7162701","-47,8928515"
7196,PRACA MELO PEIXOTO,200,CENTRO,OURINHOS,19900060,SP,"-22,9774634","-49,8685218"
7198,AVENIDA BRIGADEIRO FARIA LIMA,1656,JARDIM PAULISTANO,SAO PAULO,01451000,SP,"-23,5722206","-46,6905601"
7199,RUA JOAQUIM DE ALMEIDA,256,AMIZADE,ARACATUBA,16074380,SP,"-21,1851232","-50,4495652"
7201,LOCALIDADE LOCALIDADE PADILHA,SN,PADILHA,TAQUARA,95600000,RS,"-29,646555","-50,7759726"
7203,AVENIDA IPIRANGA,1071,SANTA EFIGENIA,SAO PAULO,08210040,SP,"-23,5408312","-46,6386911"
7205,RUA SAO GABRIEL,315,MONTE PASQUAL,FARROUPILHA,95180000,RS,"-29,2190821","-51,3153234"
7206,RUA DO COMERCIO,240,VILA RABELO,AGUA LIMPA,75665000,GO,"-18,0716781","-48,7651127"
7208,RUA DOUTOR COELHO DE MOURA,45,CENTRO,OLIVEIRA,35540000,MG,"-20,6984299","-44,8256777"
7209,RODOVIA 422,-,ESTRADA,OEIRAS DO PARA,68470000,PA,"-2,0023944","-49,8456277"
7210,RUA PAPOULA AZUL,80,HAVAI,BELO HORIZONTE,30555185,MG,"-19,9514485","-43,9788158"
7212,SITIO SANTO ANTONIO,SN,CAPIM FINO,FLORIDA PAULISTA,17830000,SP,"-21,6131815","-51,1729216"
7214,RUA ARAUJO PINHO,197,CENTRO,SERRINHA,48700000,BA,"-11,6591602","-39,0073193"
7215,RUA PEDRO GRASSI,723,TV,ARACATUBA,16075115,SP,"-21,1827301","-50,4580254"
7216,AVENIDA COMENDADOR RAFAEL,1452,CENTRO,LINHARES,29900052,ES,"-19,3989124","-40,0661645"
7217,RUA I,SN,VILA IRIS,GURUPI,77413520,TO,"-11,7423435","-49,0917532"
7219,RUA CORONEL SOARES DE CARVALHO,558,CENTRO,SAO JERONIMO,96700000,RS,"-29,959141","-51,723354"
7221,RUA TRIUNFO,1159,JARDIM BOTANICO,RIBEIRAO PRETO,14020670,SP,"-21,2069555","-47,7947417"
7222,AVENIDA CONSELHEIRO RODRIGUES ALVES,147,CENTRO,SAO BENTO DO SAPUCAI,12490000,SP,"-22,6864711","-45,7318714"
7223,RUA SETE DE SETEMBRO,1380,CENTRO,CERRO LARGO,97900000,RS,"-28,1484008","-54,7372952"
7225,RUA NILO,239,SAO SALVADOR,BELO HORIZONTE,30881480,MG,"-19,8925419","-44,0121533"
7227,RUA 13 DE MAIO,511,CENTRO,LINS,16400045,SP,"-21,6766569","-49,7523579"
7228,AVENIDA COUTO MAGALHAES,SN,CENTRO,ARAGUAINHA,78615000,MT,"-16,8564766","-53,0297285"
7230,AVENIDA DOS PIONEIROS,1137,CENTRO,CAMACAN,45880970,BA,"-15,4180213","-39,487153"
7232,RODOVIA AUGUSTO MONTENEGRO,SN,NOVA MARAMBAIA,BELEM,66820000,PA,"-1,3963121","-48,4347849"
7234,AVENIDA SANTOS DUMONT,5753,PAPICU,FORTALEZA,60175047,CE,"-3,7415983","-38,4801217"
7235,RUA SAO JOAO,118,CENTRO,SANTA RITA,58300150,PB,"-7,122651","-34,9790169"
7236,AVENIDA ROLAND GARROS,2028,PARQUE EDU CHAVES,SAO PAULO,02235001,SP,"-23,4756495","-46,5690259"
7237,RUA CORONEL JOAQUIM FERREIRA DE SOUZA,310,CONJUNTO RESIDENCIAL SANTA TEREZINHA,SAO PAULO,02419070,SP,"-23,4781838","-46,640572"
7238,AVENIDA DOMINGOS PORTUGUES,350,CIDADE ALTA,RIO PARDO DE MINAS,39530000,MG,"-15,6165213","-42,5436271"
7239,FAZENDA SAO JOSE,SN,CARACOL,IEPE,19640000,SP,"-22,6606401","-51,0783604"
7241,RUA CORONEL ERNESTO MATOS,37,MESSEJANA,FORTALEZA,60840350,CE,"-3,8254119","-38,4890835"
7242,ESTRADA BAIRRO ANTUNES SP,-,ANTUNES,RIBEIRA,18380000,SP,"-24,6380248","-48,9980836"
7243,SITIO SAO JOSE,SN,ZONA RURAL,TARABAI,19210000,SP,"-22,3020842","-51,5626149"
7245,RUA PEDRO SIMAO ZOGBI,305,VENEZA,SAO JOSE DO NORTE,96225000,RS,"-32,0142807","-52,0401509"
7246,RUA BENEDITO CAVALCANTE PINTO,SN,CENTRO,CAMPINAS,13010020,SP,"-22,9084858","-47,0616134"
7247,AVENIDA PREFEITO JOAO BORGES FRIAS,1170,CENTRO,SANDOVALINA,19250970,SP,"-22,4556917","-51,7652501"
7249,RUA D,SN,TREVO,RIO GRANDE,96200300,RS,"-32,1087042","-52,1751091"
7250,RUA LINEU JUCA,164,VILA UNIAO,FORTALEZA,60420090,CE,"-3,7690145","-38,5326586"
7252,SITIO DA ESCOLA,SN,PEDERNEIRAS,LARANJAL PAULISTA,18500000,SP,"-23,0510503","-47,838004"
7253,ESTRADA DO MENDANHA,555,CAMPO GRANDE,RIO DE JANEIRO,23097003,RJ,"-22,8844684","-43,5575406"
7254,RUA QUINZE DE NOVEMBRO,1183F,CENTRAL,SANTANA,68928045,AP,"-0,0426688","-51,1742023"
7255,AVENIDA MARANHAO ZONA NORTE,489,CENTRO,TERESINA,64000010,PI,"-5,0446853","-42,7662325"
7256,RUA SENADOR SIMAO DA CUNHA,137,CENTRO,COLUNA,39770000,MG,"-18,2321015","-42,8391926"
7257,RUA MARECHAL C BRANCO,SN,CENTRO,GUARATINGA,45840000,BA,"-16,5631026","-39,7825679"
7259,AVENIDA PLANALTO,318,CENTRO,BOM JESUS DO OESTE,89873971,SC,"-26,6918905","-53,0973087"
7260,RUA ANDRE PUENTE,SN,CENTRO,CANGUCU,96600000,RS,"-31,3970337","-52,6764403"
7262,RUA EUFRAZIA,331,PARQUE DO IPE II,PONTA PORA,79900000,MS,"-22,4968663","-55,7358029"
7264,RUA NOVIDADE,72,NOVO MUNDO,GRAVATAI,94075520,RS,"-29,9480496","-51,0615824"
7265,AVENIDA JURACY MAGALHAES JUNIOR,388,RIO VERMELHO,SALVADOR,41940060,BA,"-13,0100372","-38,4884938"
7266,AVENIDA COMENDADOR FRANCISCO AVELINO MAIA,4050,EXPOSICAO,PASSOS,37902367,MG,"-20,734321","-46,606125"
7268,RUA CONDE DEU,-,CENTRO,SERRA ALTA,89871000,SC,"-26,7262877","-53,0425928"
7269,RUA HERACLIO VILAR,591,SANTA AGUEDA,CEARA MIRIM,59570000,RN,"-5,6349096","-35,4226533"
7270,RUA MANOEL LUIZ TRINDADE,69,BOA ESPERANCA,IBATIBA,29395000,ES,"-20,2351644","-41,5090668"
7272,SHS QUADRA 6 CONJUNTO A,SN,ASA SUL,BRASILIA,70316000,DF,"-15,801519","-47,860297"
7273,RUA GERALDO DE A CABRAL,4,CENTRO,PARNAMIRIM,56163000,PE,"-8,0891182","-39,5793382"
7275,RODOVIA DO TAPANA ALAMEDA KUBISTCHEK,120,TAPANA,BELEM,66820190,PA,"-1,4557549","-48,4901799"
7277,ESTRADA MUNICIPAL DO MURUNDU,SN,SOROCABUSSU,IBIUNA,18150000,SP,"-23,6691067","-47,1766074"
7278,RUA HUGO CARLOS SABOIA,SN,CENTRO,PORTEL,68480000,PA,"-1,9367497","-50,819861"
7279,RUA INES BERTUOL,344,SAO ROMERO,XANXERE,89820000,SC,"-26,8880767","-52,3895602"
7280,RUA CAROLINA VERONESE MORANDI,494,CENTRO,FLORIDA PAULISTA,17830000,SP,"-21,6131815","-51,1729216"
7281,RUA BOTUVERA,906,ITOUPAVAZINHA,BLUMENAU,89066360,SC,"-26,8492238","-49,1054531"
7283,ESTRADA BR 116,-,ZONA RURAL,TEOFILO OTONI,39803971,MG,"-17,8687604","-41,5172864"
7285,AVENIDA PAULO DE FRONTIN,655,RIO COMPRIDO,RIO DE JANEIRO,20261241,RJ,"-22,9284345","-43,2093058"
7286,RUA PIAUI,603,CENTRO,POCOS DE CALDAS,37701024,MG,"-21,7814786","-46,5646985"
7287,RUA GERALDO AX,81,CENTRO,PRESIDENTE GETULIO,89150000,SC,"-27,1067082","-49,7115614"
7288,RUA GAIVOTA,145,SAO MIGUEL,CAMPO VERDE,78840000,MT,"-15,5547322","-55,1505118"
7289,RUA DIANA,649,PERDIZES,SAO PAULO,05019000,SP,"-23,5340957","-46,6817341"
7290,AVENIDA JOSE LOUREIRO DE SENA,2524,JARDIM FELICIDADE,MACAPA,68909125,AP,"0,0961112","-51,0558923"
7291,RUA TURIASSU,1188,AGUA BRANCA,SAO PAULO,05005000,SP,"-23,5313698","-46,6742256"
7292,TRAVESSA 15 DE NOVEMBRO,SN,CENTRO,BACABAL,65700000,MA,"-4,2296069","-44,7750238"
7293,RUA 8,-,CARDOSO CONTINUACAO,APARECIDA DE GOIANIA,74934060,GO,"-16,7443723","-49,2458396"
7294,RUA VICENTE ANTONIO GRISARIO,445,JARDIM SANTA TERESA,MOGI DAS CRUZES,08743310,SP,"-23,5213379","-46,185867"
7296,RUA ANTONIO ARAUJO,230,LAGOINHA,GUANAMBI,46430000,BA,"-14,2241278","-42,7935408"
7297,RUA ROQUE BARBOSA,956,BANGU,RIO DE JANEIRO,21863425,RJ,"-22,8460487","-43,4664702"
7298,RUA TORI KITAMURA,177,PARQUE CECAP,ARARAQUARA,14808215,SP,"-21,8347171","-48,1462329"
7299,AVENIDA BERNARDO SAYAO,1290,CENTRO,CAMPINORTE,76410000,GO,"-14,3158484","-49,1473918"
7301,RUA CIDADE DE MINAS,1101,CARAJAS,CONTAGEM,32183240,MG,"-19,859499","-44,0362551"
7302,RUA BARAO DO RIO BRANCO,3367,NOSSA SENHORA DO ROSARIO,ROSARIO DO SUL,97590000,RS,"-30,255843","-54,9254751"
7303,SITIO PINHALZINHO,SN,PINHALZINHO,BARRA DO CHAPEU,18325000,SP,"-24,4726918","-49,0242537"
7304,RUA 6,-,SETOR OESTE,GOIANIA,74115070,GO,"-16,6591068","-49,278129"
7305,RUA RUI ABADIO RODRIGUES,2614,JARDIM YEDA,CAMPINAS,13060650,SP,"-22,9455391","-47,1103303"
7306,RUA PEDRO MIRANDA DE CAMPOS,992,CENTRO,CESARIO LANGE,18285000,SP,"-23,2261675","-47,9565839"
7307,AVENIDA ARAPONGAS,1571,CENTRO,ARAPONGAS,86700140,PR,"-23,406246","-51,443347"
7308,ESTRADA GUAVIRUTUBA,23,VILA BOM JARDIM,SAO PAULO,04937000,SP,"-23,6857785","-46,7699332"
7309,AVENIDA ANTONIO ANGELIN,570,SANTO ANTONIO,SALGUEIRO,56000000,PE,"-8,0728523","-39,1243967"
7311,AVENIDA MAESTRO VILAS BOAS,681,PARQUE VITORIA,SAO PAULO,08210040,SP,"-23,5886115","-46,4813853"
7313,RUA BORGES LAGOA,1246,VILA CLEMENTINO,SAO PAULO,04038003,SP,"-23,5965589","-46,6489143"
7315,AVENIDA SAO BERNARDO DO CAMPO,13,-,SANTO ANDRE,09171100,SP,"-23,703316","-46,5156656"
7317,ESTRADA DE PINDORAMA A ROBERTO,SN,JACUBA,PINDORAMA,15830000,SP,"-21,1868405","-48,9095433"
7318,RUA FELICIANO BICUDO,170,VILA PAULICEIA,SAO PAULO,02301020,SP,"-23,4885421","-46,6150967"
7320,RUA MAJOR CAMPOS,61,CENTRO,SETE LAGOAS,35700011,MG,"-19,462335","-44,2434877"
7322,AVENIDA DUQUE DE CAXIAS,2014,CENTRO,SAO PEDRO DA SERRA,95758000,RS,"-29,4263867","-51,5162426"
7324,AVENIDA 1 DE ABRIL,SN,CENTRO,SUME,58540000,PB,"-7,6716223","-36,8816765"
7326,ESTRADA SAO MARCELINO CHAMPAGNAT,SN,LAGOA,TIJUCAS DO SUL,83190000,PR,"-25,9238241","-49,1783569"
7328,RUA RIO ELBA,120,NOVO RIACHO,CONTAGEM,32280310,MG,"-19,9534272","-44,0597802"
7330,RUA IVA,27,JARDIM SANTO EDUARDO,EMBU DAS ARTES,06823160,SP,"-23,6698208","-46,7987528"
7331,RUA VOLUNTARIOS DA PATRIA,39,CENTRO,MAREMA,89860000,SC,"-26,8035827","-52,6256146"
7333,AVENIDA BRASIL,SN,CHARQUEADA,IMBAU,84250000,PR,"-24,4489357","-50,7645178"
7334,SITIO BOA VISTA,SN,FEITAL,IBIUNA,18150000,SP,"-23,6601008","-47,223489"
7336,RUA CAUCASO,35,VILA CRUZEIRO,SAO PAULO,04727130,SP,"-23,6431851","-46,7137847"
7337,AVENIDA PRESIDENTE GETULIO VARGAS,2460,BELA VISTA,ALVORADA,94810002,RS,"-29,99803","-51,075189"
7339,AVENIDA SENADOR HELVIDIO NUNES,SN,JUNCO,PICOS,64607755,PI,"-7,0796144","-41,4328418"
7340,AVENIDA TITO FULGENCIO,250,JARDIM INDUSTRIAL,CONTAGEM,32215000,MG,"-19,9590479","-44,0163175"
7341,RUA ASSUNCAO DE MARCO TEIXEIRA,72,FERNAO DIAS,BELO HORIZONTE,31910410,MG,"-19,871648","-43,9183858"
7343,RUA GRAO MOGOL,427,CARMO,BELO HORIZONTE,30310010,MG,"-19,9437357","-43,9327435"
7345,RUA MARCHAL FLORIANO,1615,CENTRO,SANTA CRUZ DO SUL,96810000,RS,"-29,7258257","-52,4277048"
7347,RUA DO OUVIDOR,98,CENTRO,RIO DE JANEIRO,20040030,RJ,"-22,9032289","-43,177775"
7349,RUA DAS FLORES,45,CENTRO,SAO LUIS,65010230,MA,"-2,5437651","-44,2326318"
7350,AVENIDA AUTONOMISTAS,1400,VILA YARA,OSASCO,06194970,SP,"-23,5390109","-46,7654372"
7351,RUA JOAO ANTONIO DA FONSECA,502,PARQUE PINHEIROS,TABOAO DA SERRA,06766190,SP,"-23,6300542","-46,7792959"
7352,RUA JOSE BENTO,592,GUARIBAS,EUSEBIO,61760000,CE,"-3,8697074","-38,4597873"
7353,AVENIDA MARIO ANDREAZZA,3,TURU,SAO LUIS,65068500,MA,"-2,5042034","-44,2403636"
7354,FAZENDA RIACHO DO MEIO,SN,JUA,IRAUCUBA,62628000,CE,"-3,7477459","-39,7846869"
7355,SIG QUADRA 3 BLOCO C,-,ZONA INDUSTRIAL,BRASILIA,70610433,DF,"-15,7811545","-47,8892205"
7356,RODOVIA RS 453,-,NOVO PARAISO,ESTRELA,95880000,RS,"-29,4890369","-51,9445394"
7357,EXATOR DO PRE,1585,CAMPO GRANDE,RIO DE JANEIRO,23015260,RJ,"-22,9068467","-43,1728965"
7358,AVENIDA ANTONIO SYLVIO CUNHA BUENO,611,INAMAR,DIADEMA,09970160,SP,"-23,7157153","-46,6114023"
7360,CNG 4,15,TAGUATINGA,BRASILIA,71920540,DF,"-15,801519","-47,860297"
7362,RUA SILVEIRA MARTINS,7,CABULA,SALVADOR,41150000,BA,"-12,9651326","-38,4726599"
7363,RUA FREITAS JUNIOR,366,VILA NOVA SOROCABA,SOROCABA,18070823,SP,"-23,4652928","-47,4867753"
7364,RUA BENJAMIN CONSTANT,555,CENTRO,JUIZ DE FORA,36060150,MG,"-21,7556387","-43,3498918"
7365,RUA DOUTOR AMERICO FIGUEIREDO,1805,JARDIM SIMUS,SOROCABA,18055132,SP,"-23,5017946","-47,5017345"
7367,SETOR EDUCACIONAL,-,PLANALTINA,BRASILIA,73310660,DF,"-15,801519","-47,860297"
7368,RUA JOSE TUDE DE GODOY,1956,VILA MARIA JOSE,DOM PEDRITO,96450000,RS,"-30,9782713","-54,6635314"
7369,RUA ITAPETINGA,222,CACHOEIRINHA,BELO HORIZONTE,31130100,MG,"-19,8968536","-43,9462307"
7371,RUA JUAZEIRO DO NORTE,407,CIDADE JARDIM CUMBICA,GUARULHOS,07180230,SP,"-23,4496714","-46,4745814"
7372,RUA FRANCISCO DE ALMEIDA LARA,287,JARDIM NOVO HORIZONTE,ITAI,18730000,SP,"-23,4217742","-49,0924714"
7373,RUA FRANCISCO COIMBRA,379,CENTRO,SANTA MARIA DA VITORIA,47640000,BA,"-13,3889434","-44,2000294"
7375,RUA MARCO AURELIO MARLIANI,SN,JARDIMSETE DE SETEMBRO,SAO PAULO,04854170,SP,"-23,7728921","-46,6898616"
7376,TRAVESSA PATRICIO VEDOLIN,100,RENASCER,PEJUCARA,98270000,RS,"-28,4229618","-53,6565158"
7378,AVENIDA FRANCISCO MASTROPIETRO,2480,VILA CARDIM II,MATAO,15996200,SP,"-21,5915421","-48,3524485"
7379,-,-,-,-,-,-,"-23,1067087","-48,6123867"
7380,AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI,1511,CIDADE MONCOES,SAO PAULO,04571011,SP,"-23,6099279","-46,6942342"
7382,RUA PARAGUAI,94,DAS NACOES,BALNEARIO CAMBORIU,88338090,SC,"-26,9776502","-48,6405898"
7383,QR 410 CONJUNTO 1,-,SAMAMBAIA NORTE SAMAMBAIA,BRASILIA,72320001,DF,"-15,801519","-47,860297"
7385,RUA DA SERVIDAO,135,SANTO ANTONIO BARRA,PEDRO LEOPOLDO,33600000,MG,"-19,5702863","-44,0247671"
7386,RUA TOMAZ ANTONIO GONZAGA,25,PROGRESSO,CONSELHEIRO LAFAIETE,36400000,MG,"-20,6642099","-43,7771909"
7387,RUA UIRAPURU,267,CENTRO,SERRANO DO MARANHAO,65269000,MA,"-1,8485706","-45,1231552"
7388,AVENIDA TULIO DE ROSE,80,PASSO DA AREIA,PORTO ALEGRE,91340110,RS,"-30,0217566","-51,1624154"
7390,RUA PROFESSOR JOAO SOARES BARCELOS,2962,BOQUEIRAO,CURITIBA,81670080,PR,"-25,4990313","-49,2457689"
7391,ALAMEDA W,2,NOVO HORIZONTE,VIGIA,68780000,PA,"-0,863","-48,1310708"
7393,AVENIDA JOSE EMERICH,118,VAL PARAISO,ALTO CAPARAO,36979000,MG,"-20,4481139","-41,8731777"
7395,RUA ALBANO EICHOLTZ,5,SAO JOAO,ITAJAI,88304430,SC,"-26,9013847","-48,6804756"
7397,RUA JURUA,50,DA GRACA,BELO HORIZONTE,31140020,MG,"-19,9027067","-43,9305185"
7399,RUA CALDAS JUNIOR,20,CENTRO,PORTO ALEGRE,90010260,RS,"-30,0286276","-51,2326911"
7400,RUA SPIPE CALARGE,893,JARDIM TV MORENA,CAMPO GRANDE,79050261,MS,"-20,4887719","-54,5996939"
7402,-,-,-,-,-,-,"-3,652971","-45,3673283"
7404,RUA JOAO FAOLIM,6,PARQUE CRUZ DO SUL,SAO PAULO,03383030,SP,"-23,5505199","-46,6333094"
7405,RUA LINHA,SN,FLORES,RUY BARBOSA,46800000,BA,"-12,277696","-40,4993651"
7406,RUA CEARA,335,CENTRO,PONTES E LACERDA,78250000,MT,"-15,2306328","-59,3312179"
7408,RUA FLORA D ASSUNCAO GONCALVES,297,SAO BENEDITO,OLINDA,53270570,PE,"-8,0016637","-34,8961013"
7409,RODOVIA AC 40,1107,TRIANGULO NOVO,RIO BRANCO,69901180,AC,"-9,9817384","-67,8071565"
7411,AVENIDA SEIS DE SETEMBRO,180,SANTA INES,MACAPA,68901520,AP,"0,0227255","-51,0571289"
7412,RUA HELENA RONICCE MARCIANO,320,PIRAVEVE,IVINHEMA,79740000,MS,"-22,3050364","-53,8189127"
7413,RUA QUINZE DE NOVEMBRO,25,CENTRO,SAO VICENTE,11310400,SP,"-23,96836","-46,3876739"
7415,RUA SANTO ANTONIO JARDIM,186,JARDIM SAO DOMINGOS,GUARULHOS,07142160,SP,"-23,4148113","-46,4936659"
7416,RUA JOAO JOSE DIAS JUNIOR,46,CENTRO,SAO JOAO BATISTA,88240000,SC,"-27,276642","-48,8500102"
7418,RUA DO GASOMETRO,425,BRAS,SAO PAULO,03004001,SP,"-23,5438765","-46,6221711"
7420,AVENIDA ZIL BRASIL,500,JARDIM FLORA,MIRANTE DO PARANAPANEMA,19260000,SP,"-22,2871844","-51,9065023"
7421,AVENIDA PEDRO ROSCHEL GOTTSFRITZ,96A,TERCEIRA DIVISAO DE INTERLAGOS,SAO PAULO,04809160,SP,"-23,7164483","-46,692422"
7422,RUA CARLOS ESTEVAO,755,JARDIM D EOPOLDINA,PORTO ALEGRE,91240001,RS,"-30,0164715","-51,1160133"
7424,RUA ANTONIO E DO SACRAMENTO,34,JARDIM ALVORADA,OURO PRETO,35400000,MG,"-20,3857429","-43,5155612"
7425,RUA ANA GENILDA COSTA BARROS,7575,CHACARA DO PILAR,PILAR,57150000,AL,"-9,5926428","-35,9481977"
7426,AVENIDA MARGINAL,33117,JARDIM TREVO,PRAIA GRANDE,11714630,SP,"-24,0402112","-46,5232068"
7427,RUA BENTO GONCALVES,548,CENTRO,CACAPAVA DO SUL,96570000,RS,"-30,5145704","-53,4862764"
7428,RUA XV DE NOVEMBRO,2987,LOTEAMENTO ANA NEUSA,MARECHAL CANDIDO RONDON,85960000,PR,"-24,5413657","-54,0475239"
7429,RODOVIA DOUTOR OSWALDO CRUZ,SN,CENTRO,SAO LUIZ DO PARAITINGA,12140000,SP,"-23,2254868","-45,3161136"
7430,RUA DA REDENCAO,1722,JARDIM MARCO ZERO,MACAPA,68903195,AP,"-0,0037429","-51,0734104"
7431,AVENIDA BELO HORIZONTE,272,CENTRO,LONTRA,39437000,MG,"-15,9030465","-44,3017819"
7432,AVENIDA ANTONIO PIMENTEL DE FREITAS,198,CAMPO ALEGRE,BOA VISTA DO TUPIM,46850000,BA,"-12,6637655","-40,6015962"
7434,RUA FRANCISCO DA C CAMBRAIA,535,VILA NOVA,PARAGUACU PAULISTA,19700000,SP,"-22,4262236","-50,5872872"
7435,RUA DAS PERNAMBUCANAS,407,GRACAS,RECIFE,52011010,PE,"-8,0508287","-34,9025741"
7437,RUA WALDEMAR PANARO,878,PARQUE RESIDENCIAL ABILIO PEDRO,LIMEIRA,13483339,SP,"-22,5562558","-47,4454897"
7439,AVENIDA RIO DE JANEIRO,23,CENTRO,ELDORADO DOS CARAJAS,68524000,PA,"-6,1085617","-49,3465368"
7440,RUA SAO VICENTE DE PAULO,463,HIGIENOPOLIS,SAO PAULO,01229010,SP,"-23,5389499","-46,6561571"
7442,AVENIDA CASTELO BRANCO,2550,CAMPINAS,GOIANIA,74140150,GO,"-16,6757477","-49,2908072"
